"COD_DANE12","X","Y","ORDEN_DE_S","EMAIL","WEB","Fecha","COLEGIO_SE","P_Puntaje_2021","EVALUADOS","P_Lectura","P_Matemati","P_Sociales","P_Ciencias","P_Ingles","Sector","CALENDARIO","GENERO","COD_LOCA","NATU_JUR","CLASE_TIPO","Ciencias_N","Ciencias_1","Ciencias_2","Ciencias_3","Ingles_A","Ingles_A1","Ingles_A2","Ingles_B1","Ingles_B","Lectura_1","Lectura_2","Lectura_3","Lectura_4","Matematica","Matemati_1","Matemati_2","Matemati_3","SocialC_1","SocialC_2","SocialC_3","SocialC_4","PCiencias_","PCiencias1","PCiencia_1","PCiencia_2","PIngles_A1","PIngles_A2","PIngles_B1","PIngles_A","PIngles_B","PLectura_1","PLectura_2","PLectura_3","PLectura_4","PMatematic","PMatemat_1","PMatemat_2","PMatemat_3","PSocialC_1","PSocialC_2","PSocialC_3","PSocialC_4","Categoria","Thombre","Tmujer","ESTRATO","Thombre_aprob","Tmujer_aprob","Thombre_des","Tmujer_des","DENSITY","P_Puntaje_2019","P_Puntaje_2020","P_Puntaje_2022"
111769001871,-74.049649329676,4.75918291187193,"A","cednvazelandia11@educacionbogota.edu.co","","2021/12/31","COLEGIO NUEVA ZELANDIA (IED)",274.2307692,63,58,53,55,53,56,2,1,5,11,9,1,5,41,20,0,11,25,21,7,1,1,11,46,9,1,26,38,1,7,29,26,4,0.075757576,0.621212121,0.303030303,0,0.378787879,0.318181818,0.106060606,0.166666667,0.015151515,0.015151515,0.166666667,0.696969697,0.136363636,0.015151515,0.393939394,0.575757576,0.015151515,0.106060606,0.439393939,0.393939394,0.060606061,2,1.92,1.39,3,0,0,0.93,1.55,109.005077287,266.9230769,268.4615385,265.7692308
111769003114,-74.0550129303873,4.74876359830694,"A","cedvistabella11@educacionbogota.edu.co","","2021/12/31","COLEGIO VISTA BELLA (IED)",262.2365869,119,55,52,52,51,55,2,1,5,11,9,1,15,79,31,0,30,53,26,15,1,3,38,68,18,4,56,60,5,18,65,39,4,0.12,0.632,0.248,0,0.424,0.208,0.12,0.24,0.008,0.024,0.304,0.544,0.144,0.032,0.448,0.48,0.04,0.144,0.52,0.312,0.032,2,1.92,1.39,3,85.16,85.75,2.36,1.58,175.654664276,273.2051282,275.9423077,278.1879461
111769003360,-74.1089688096066,4.73925636899701,"A","colrepdominicana11@educacionbogota.edu.co","","2021/12/31","COLEGIO REPUBLICA DOMINICANA (IED)",251.8006431,311,54,50,48,49,51,2,1,5,11,9,1,55,193,71,3,116,132,58,16,0,13,103,177,29,23,132,161,6,77,158,84,3,0.170807453,0.599378882,0.220496894,0.00931677,0.409937888,0.180124224,0.049689441,0.360248447,0,0.040372671,0.319875776,0.549689441,0.090062112,0.071428571,0.409937888,0.5,0.01863354,0.239130435,0.49068323,0.260869565,0.00931677,3,1.92,1.39,2,88.41,91.53,1.65,1.17,306.418065453,253.8346918,249.3502331,255.2621773
111769003416,-74.0930360103514,4.74089928831258,"A","coldijuanlozanoylo11@educacionbogota.edu.co","","2021/12/31","COLEGIO JUAN LOZANO Y LOZANO (IED)",254.1908092,231,54,50,49,50,51,2,1,5,11,9,1,33,155,48,2,74,102,43,19,2,7,74,131,26,14,102,119,2,55,114,64,2,0.138655462,0.651260504,0.201680672,0.008403361,0.428571429,0.180672269,0.079831933,0.31092437,0.008403361,0.029411765,0.31092437,0.550420168,0.109243697,0.058823529,0.428571429,0.5,0.008403361,0.231092437,0.478991597,0.268907563,0.008403361,3,1.92,1.39,2,89.36,91.61,2.38,1.86,425.30735871,260.3846154,253.8597686,257.4199584
111769003424,-74.0936451399793,4.72587519558643,"A","coldigerardoparede11@educacionbogota.edu.co","http://www.redacademica.edu.co/colegios/colegio-gerardo-paredes-ied","2021/12/31","COLEGIO GERARDO PAREDES (IED)",245.7692308,173,52,50,47,48,48,2,1,5,11,9,1,37,110,28,2,81,74,16,5,2,2,74,91,9,11,72,91,2,51,88,32,4,0.211428571,0.628571429,0.16,0.011428571,0.422857143,0.091428571,0.028571429,0.462857143,0.011428571,0.011428571,0.422857143,0.52,0.051428571,0.062857143,0.411428571,0.52,0.011428571,0.291428571,0.502857143,0.182857143,0.022857143,3,1.92,1.39,2,89.36,91.61,2.38,1.86,425.30735871,248.0769231,249.2307692,243.8461538
111769004188,-74.0831463397092,4.7233268619417,"A","cedlaaguadita11@educacionbogota.edu.co","","2021/12/31","COLEGIO HUNZA (IED)",250.9615385,48,54,51,48,48,52,2,1,5,11,9,1,12,32,9,0,16,28,5,3,0,0,22,23,8,1,24,28,0,15,24,13,0,0.226415094,0.603773585,0.169811321,0,0.528301887,0.094339623,0.056603774,0.301886792,0,0,0.41509434,0.433962264,0.150943396,0.018867925,0.452830189,0.528301887,0,0.283018868,0.452830189,0.245283019,0,3,1.92,1.39,2,89.36,91.61,2.38,1.86,425.30735871,246.2379808,252.3740053,247.993311
111848002107,-74.0588873597161,4.72626331630333,"A","anjuher@yahoo.com -- liceocolombia@yahoo.com.mx","www.liceosejercito.edu.co","2021/12/31","LICEO DEL EJERCITO PATRIA SECTOR NORTE B LICEO COLOMBIA",332.6923077,29,66,70,64,65,70,2,1,5,11,10,3,0,3,20,6,1,2,8,14,4,0,0,14,15,0,1,13,15,1,3,18,7,0,0.103448276,0.689655172,0.206896552,0.068965517,0.275862069,0.482758621,0.034482759,0.137931034,0,0,0.482758621,0.517241379,0,0.034482759,0.448275862,0.517241379,0.034482759,0.103448276,0.620689655,0.24137931,1,1.92,1.39,4,81.15,87.61,1.33,0.77,205.381426639,341.9230769,344.2307692,337.6923077
111848002522,-74.0347827902388,4.70417419332276,"A","ipn@pedagogica.edu.co","www.pedagogica.edu.co  --  www.ipn.pedagogica.edu.co","2021/12/31","INSTITUTO PEDAGOGICO NACIONAL",307.3076923,124,63,62,60,59,67,1,1,5,1,14,6,1,35,78,10,4,21,38,45,16,0,12,68,43,0,17,89,19,7,26,72,19,0.008064516,0.282258065,0.629032258,0.080645161,0.169354839,0.306451613,0.362903226,0.032258065,0.129032258,0,0.096774194,0.548387097,0.346774194,0,0.137096774,0.717741935,0.153225806,0.056451613,0.209677419,0.580645161,0.153225806,1,0.58,0.45,6,82.4,88.22,0.74,0.86,86.4054949959,303.0769231,301.5384615,309.6153846
111848002662,-74.0346347999823,4.7072084356205,"A","colescoloniaescola1@educacionbogota.edu.co","","2021/12/31","COLEGIO USAQUEN (IED)",257.0111214,166,55,51,49,50,53,2,1,5,1,9,1,29,104,37,2,61,46,46,14,3,3,46,100,22,9,71,88,2,41,78,51,0,0.170588235,0.611764706,0.217647059,0.011764706,0.270588235,0.270588235,0.082352941,0.358823529,0.017647059,0.017647059,0.270588235,0.588235294,0.129411765,0.052941176,0.417647059,0.517647059,0.011764706,0.241176471,0.458823529,0.3,0,2,0.58,0.45,6,82.4,88.22,0.74,0.86,86.4054949959,275.4072398,258.9548495,271.9824471
111848002689,-74.0277372495666,4.73995808412931,"A","coldivinomaestro1@educacionbogota.edu.co","https://www.redacademica.edu.co/colegios/colegio-divino-maestro-ied","2021/12/31","COLEGIO DIVINO MAESTRO (IED)",247.6923077,91,53,50,49,47,47,2,1,5,1,9,1,20,66,19,0,53,34,12,4,0,3,42,44,13,8,50,44,0,23,54,27,0,0.194174757,0.640776699,0.184466019,0,0.330097087,0.116504854,0.038834951,0.514563107,0,0.029126214,0.40776699,0.427184466,0.126213592,0.077669903,0.485436893,0.427184466,0,0.223300971,0.524271845,0.262135922,0,3,0.58,0.45,3,90.44,92.7,0.94,0.63,264.024478433,250,248.4615385,261.9418386
111848003031,-74.0258344498098,4.74164159110311,"A","coldicristobalcolo1@educacionbogota.edu.co","","2021/12/31","COLEGIO CRISTOBAL COLON (IED)",250.3846154,100,54,50,48,48,51,2,1,5,1,9,1,19,64,20,1,43,32,25,4,0,2,40,51,11,9,44,50,1,26,50,27,1,0.182692308,0.615384615,0.192307692,0.009615385,0.307692308,0.240384615,0.038461538,0.413461538,0,0.019230769,0.384615385,0.490384615,0.105769231,0.086538462,0.423076923,0.480769231,0.009615385,0.25,0.480769231,0.259615385,0.009615385,3,0.58,0.45,3,90.44,92.7,0.94,0.63,264.024478433,251.5384615,244.6153846,254.6153846
111848003910,-74.0279320698972,4.73464935036583,"A","coldigeneralsantan1@educacionbogota.edu.co","","2021/12/31","COLEGIO GENERAL SANTANDER (IED)",241.9230769,46,53,47,47,46,50,2,1,5,1,9,1,12,25,8,1,18,20,7,1,0,1,17,24,4,2,29,15,0,13,23,10,0,0.260869565,0.543478261,0.173913043,0.02173913,0.434782609,0.152173913,0.02173913,0.391304348,0,0.02173913,0.369565217,0.52173913,0.086956522,0.043478261,0.630434783,0.326086957,0,0.282608696,0.5,0.217391304,0,3,0.58,0.45,3,90.44,92.7,0.94,0.63,264.024478433,238.0769231,250,247.6923077
111850000740,-74.1211459799327,4.47435312676589,"A","coldideusme5@educacionbogota.edu.co","","2021/12/31","COLEGIO FRANCISCO ANTONIO ZEA DE USME (IED)",242.5961538,100,52,50,45,48,47,2,1,5,5,9,1,14,73,14,0,59,31,10,2,0,2,39,59,2,8,48,46,0,33,53,16,0,0.137254902,0.715686275,0.137254902,0,0.303921569,0.098039216,0.019607843,0.578431373,0,0.019607843,0.382352941,0.578431373,0.019607843,0.078431373,0.470588235,0.450980392,0,0.323529412,0.519607843,0.156862745,0,2,1.44,1.11,2,90.97,92.09,0.65,0.96,14.5828530921,257.4770642,263.0337886,258.8247863
111850001380,-74.1067038702128,4.51744307393298,"A","escdielcortijo5@educacionbogota.edu.co","www.colegiocortijovianey.com","2021/12/31","COLEGIO EL CORTIJO - VIANEY (IED)",249.2307692,46,53,49,48,49,51,2,1,5,5,9,1,6,34,8,0,18,20,7,3,0,2,17,28,2,4,24,20,1,10,28,11,1,0.12244898,0.693877551,0.163265306,0,0.408163265,0.142857143,0.06122449,0.367346939,0,0.040816327,0.346938776,0.571428571,0.040816327,0.081632653,0.489795918,0.408163265,0.020408163,0.204081633,0.571428571,0.224489796,0.020408163,3,1.44,1.11,2,88.12,90.7,1.22,0.92,257.824482571,250,248.4615385,255.7692308
111850001428,-74.1119182302126,4.51228534357563,"A","cedalmirantepadil5@educacionbogota.edu.co","","2021/12/31","COLEGIO ALMIRANTE PADILLA (IED)",250.5340343,139,54,51,48,48,48,2,1,5,5,9,1,21,94,24,1,66,52,20,1,0,4,45,80,11,8,59,70,3,35,71,32,1,0.15,0.671428571,0.171428571,0.007142857,0.371428571,0.142857143,0.007142857,0.471428571,0,0.028571429,0.321428571,0.571428571,0.078571429,0.057142857,0.421428571,0.5,0.021428571,0.25,0.507142857,0.228571429,0.007142857,3,1.44,1.11,2,88.12,90.7,1.22,0.92,257.824482571,252.138009,252.4072082,246.464497
111850001461,-74.108477689861,4.5130834689719,"A","cedlostejares5@educacionbogota.edu.co","www.colegiolostejares.edu.co","2021/12/31","COLEGIO LOS TEJARES (IED)",239.8717949,45,53,48,45,46,48,2,1,5,5,9,1,16,25,10,0,26,19,5,0,1,2,17,26,6,6,26,19,0,20,22,7,1,0.32,0.5,0.2,0,0.38,0.1,0,0.52,0.02,0.04,0.34,0.52,0.12,0.12,0.52,0.38,0,0.4,0.44,0.14,0.02,3,1.44,1.11,2,88.12,90.7,1.22,0.92,257.824482571,233.7692308,248.1103679,239.9498328
111850001576,-74.1071127797368,4.5071718779105,"A","cedfedericogarcia5@educacionbogota.edu.co","","2021/12/31","COLEGIO FEDERICO GARCIA LORCA (IED)",244.6153846,82,52,50,46,48,48,2,1,5,5,9,1,17,54,15,0,46,28,9,3,0,2,40,39,5,8,39,39,1,28,43,15,1,0.197674419,0.627906977,0.174418605,0,0.325581395,0.104651163,0.034883721,0.534883721,0,0.023255814,0.465116279,0.453488372,0.058139535,0.093023256,0.453488372,0.453488372,0.011627907,0.325581395,0.5,0.174418605,0.011627907,4,1.44,1.11,2,88.12,90.7,1.22,0.92,257.824482571,243.4615385,233.0769231,247.6923077
211001032501,-74.0929445097532,4.50913826638788,"A","cedlasvioletas@educacionbogota.edu.co","","2021/12/31","COLEGIO GABRIEL GARCIA MARQUEZ (IED)",265,27,57,52,53,51,50,2,1,5,5,9,1,2,20,6,0,11,13,4,0,1,0,8,12,10,1,9,18,1,4,12,12,1,0.068965517,0.689655172,0.206896552,0,0.448275862,0.137931034,0,0.379310345,0.034482759,0,0.275862069,0.413793103,0.344827586,0.034482759,0.310344828,0.620689655,0.034482759,0.137931034,0.413793103,0.413793103,0.034482759,4,1.44,1.11,1,85.09,87.44,1.42,1.4,98.59041038,246.5384615,255.7692308,246.1538462
211001032501,-74.0929445097532,4.50913826638788,"A","cedlasvioletas@educacionbogota.edu.co","","2021/12/31","COLEGIO GABRIEL GARCIA MARQUEZ (IED)",265,27,57,52,53,51,50,2,1,5,5,9,1,2,20,6,0,11,13,4,0,1,0,8,12,10,1,9,18,1,4,12,12,1,0.068965517,0.689655172,0.206896552,0,0.448275862,0.137931034,0,0.379310345,0.034482759,0,0.275862069,0.413793103,0.344827586,0.034482759,0.310344828,0.620689655,0.034482759,0.137931034,0.413793103,0.413793103,0.034482759,4,1.44,1.11,1,85.09,87.44,1.42,1.4,98.59041038,246.5384615,255.7692308,246.1538462
211001032501,-74.0929445097532,4.50913826638788,"A","cedlasvioletas@educacionbogota.edu.co","","2021/12/31","COLEGIO GABRIEL GARCIA MARQUEZ (IED)",265,27,57,52,53,51,50,2,1,5,5,9,1,2,20,6,0,11,13,4,0,1,0,8,12,10,1,9,18,1,4,12,12,1,0.068965517,0.689655172,0.206896552,0,0.448275862,0.137931034,0,0.379310345,0.034482759,0,0.275862069,0.413793103,0.344827586,0.034482759,0.310344828,0.620689655,0.034482759,0.137931034,0.413793103,0.413793103,0.034482759,4,1.44,1.11,1,85.09,87.44,1.42,1.4,98.59041038,246.5384615,255.7692308,246.1538462
211001032501,-74.0929445097532,4.50913826638788,"A","cedlasvioletas@educacionbogota.edu.co","","2021/12/31","COLEGIO GABRIEL GARCIA MARQUEZ (IED)",265,27,57,52,53,51,50,2,1,5,5,9,1,2,20,6,0,11,13,4,0,1,0,8,12,10,1,9,18,1,4,12,12,1,0.068965517,0.689655172,0.206896552,0,0.448275862,0.137931034,0,0.379310345,0.034482759,0,0.275862069,0.413793103,0.344827586,0.034482759,0.310344828,0.620689655,0.034482759,0.137931034,0.413793103,0.413793103,0.034482759,4,1.44,1.11,1,85.09,87.44,1.42,1.4,98.59041038,246.5384615,255.7692308,246.1538462
211001076958,-74.2007300701658,4.62554245188346,"A","escdivillasdelprog7@educacionbogota.edu.co; escdivilllasdelprog7@gmail.com","","2021/12/31","COLEGIO VILLAS DEL PROGRESO (IED)",255.0526316,95,54,52,49,51,48,2,1,5,7,9,1,6,59,33,0,46,35,15,2,0,6,26,54,12,5,33,57,3,21,51,24,3,0.06122449,0.602040816,0.336734694,0,0.357142857,0.153061224,0.020408163,0.469387755,0,0.06122449,0.265306122,0.551020408,0.12244898,0.051020408,0.336734694,0.581632653,0.030612245,0.214285714,0.520408163,0.244897959,0.030612245,3,1.34,1.06,2,90.04,91.9,1.72,1.39,415.818720334,255.8055152,256.035503,259.5739065
211001094832,-74.104448729642,4.48545622564062,"A","escdipuertaalllano5@educacionbogota.edu.co","ccvied.blogspot.com.co","2021/12/31","COLEGIO CIUDAD DE VILLAVICENCIO (IED)",233.8461538,115,50,46,46,46,44,2,1,5,5,9,1,22,82,12,0,79,27,9,0,1,3,61,43,7,10,66,39,0,34,68,14,0,0.189655172,0.706896552,0.103448276,0,0.232758621,0.077586207,0,0.681034483,0.00862069,0.025862069,0.525862069,0.370689655,0.060344828,0.086206897,0.568965517,0.336206897,0,0.293103448,0.586206897,0.120689655,0,4,1.44,1.11,7,90.04,92.42,1.03,0.81,249.869014788,230.3846154,230,243.4615385
211102000201,-74.20424174002,4.61779185086883,"A","cedsanbernardino7@educacionbogota.edu.co","","2021/12/31","COLEGIO SAN BERNARDINO (IED)",231.2793235,141,50,46,43,45,45,2,1,5,7,9,1,40,92,10,1,83,47,9,3,1,3,72,61,7,16,86,40,1,54,74,14,1,0.27972028,0.643356643,0.06993007,0.006993007,0.328671329,0.062937063,0.020979021,0.58041958,0.006993007,0.020979021,0.503496503,0.426573427,0.048951049,0.111888112,0.601398601,0.27972028,0.006993007,0.377622378,0.517482517,0.097902098,0.006993007,3,1.34,1.06,1,84.88,88.09,2.51,1.63,73.5633952561,248.5585586,238.8335435,236.6951567
211102000243,-74.1836476195864,4.63585068178025,"A","cedelporvenir7@educacionbogota.edu.co","","2021/12/31","COLEGIO EL PORVENIR (IED)",256.2840012,263,54,51,50,50,50,2,1,5,7,9,1,43,167,56,5,100,116,40,11,5,3,83,153,32,13,113,132,11,48,135,83,3,0.159851301,0.620817844,0.208178439,0.018587361,0.431226766,0.148698885,0.040892193,0.371747212,0.018587361,0.011152416,0.308550186,0.568773234,0.118959108,0.048327138,0.420074349,0.49070632,0.040892193,0.178438662,0.501858736,0.308550186,0.011152416,3,1.34,1.06,1,85.75,88.53,1.35,1.24,159.704707328,256.3521635,255.1368197,259.4691672
211102000995,-74.1884874602662,4.62254874122289,"A","cedbosanova7@educacionbogota.edu.co","","2021/12/31","COLEGIO BOSANOVA (IED)",245.2991453,99,52,48,47,48,51,2,1,5,7,9,1,21,63,15,0,30,45,23,1,0,2,45,48,4,7,51,41,0,26,49,24,0,0.212121212,0.636363636,0.151515152,0,0.454545455,0.232323232,0.01010101,0.303030303,0,0.02020202,0.454545455,0.484848485,0.04040404,0.070707071,0.515151515,0.414141414,0,0.262626263,0.494949495,0.242424242,0,3,1.34,1.06,2,90.04,91.9,1.72,1.39,415.818720334,249.3874644,254.4134615,253.4168956
211850000051,-74.1095795597952,4.50816133305895,"A","cedgranyomasa5@educacionbogota.edu.co","","2021/12/31","COLEGIO GRAN YOMASA (IED)",245.745405,113,53,50,47,48,47,2,1,5,5,9,1,15,85,22,0,60,48,13,1,1,0,54,61,7,6,63,51,0,32,68,21,2,0.12295082,0.696721311,0.180327869,0,0.393442623,0.106557377,0.008196721,0.491803279,0.008196721,0,0.442622951,0.5,0.057377049,0.049180328,0.516393443,0.418032787,0,0.262295082,0.557377049,0.172131148,0.016393443,3,1.44,1.11,2,88.12,90.7,1.22,0.92,257.824482571,249.4840525,257.5993238,248.1034483
211850000787,-74.1078128098883,4.49863536078673,"A","escditenerife5@educacionbogota.edu.co","https://www.redacademica.edu.co/","2021/12/31","COLEGIO TENERIFE - GRANADA SUR (IED)",250,52,53,50,48,49,50,2,1,5,5,9,1,11,35,11,1,26,24,5,3,0,1,27,23,7,5,23,29,1,19,21,17,1,0.189655172,0.603448276,0.189655172,0.017241379,0.413793103,0.086206897,0.051724138,0.448275862,0,0.017241379,0.465517241,0.396551724,0.120689655,0.086206897,0.396551724,0.5,0.017241379,0.327586207,0.362068966,0.293103448,0.017241379,3,1.44,1.11,2,86.81,89.78,1.24,1.03,176.042047774,263.5502959,256.5384615,268.4615385
211850000981,-74.1052493199013,4.47759327792747,"A","cedeluval5@educacionbogota.edu.co","","2021/12/31","COLEGIO EL UVAL (IED)",234.2307692,51,51,46,45,46,45,2,1,5,5,9,1,11,38,5,0,33,14,5,0,0,2,26,24,1,5,31,16,0,15,29,8,0,0.20754717,0.716981132,0.094339623,0,0.264150943,0.094339623,0,0.622641509,0,0.037735849,0.490566038,0.452830189,0.018867925,0.094339623,0.58490566,0.301886792,0,0.283018868,0.547169811,0.150943396,0,4,1.44,1.11,7,90.97,92.09,0.65,0.96,14.5828530921,233.5576923,232.6923077,246.1538462
211850001481,-74.1093045899783,4.53314736540137,"A","fabiolozanosimonelli@gmail.com","","2021/12/31","COLEGIO FABIO LOZANO SIMONELLI (IED)",245.9507347,89,53,51,46,47,48,2,1,5,5,9,1,19,57,14,1,45,27,16,2,0,2,33,51,5,5,39,46,1,27,47,16,0,0.208791209,0.626373626,0.153846154,0.010989011,0.296703297,0.175824176,0.021978022,0.494505495,0,0.021978022,0.362637363,0.56043956,0.054945055,0.054945055,0.428571429,0.505494505,0.010989011,0.296703297,0.516483516,0.175824176,0,3,1.44,1.11,2,85.98,90.14,3.24,1.96,125.347688223,245.8076923,255.5953635,249.7435897
311001000018,-74.0739691498683,4.61848774321291,"A","colgeorgewilliams@gmail.com - colgeorgewilliams@ymcabogota.org  --  colegio@georgewilliams.edu.co","www.ymcabogota.org/colegiogeorgewilliams  --  www.ymcabogota.org","2021/12/31","COLEGIO GEORGE WILLIAMS",302.3076923,18,62,63,57,59,63,1,1,5,13,1,4,0,8,12,0,1,6,7,7,0,0,3,9,8,0,0,19,1,0,8,11,1,0,0.4,0.6,0,0.3,0.35,0.35,0.05,0,0,0.15,0.45,0.4,0,0,0.95,0.05,0,0.4,0.55,0.05,1,0.52,0.47,3,0,0,0,0,115.892692369,301.5384615,295,331.1538462
311001000034,-74.175465300448,4.61728809009728,"A","liceoRAB@etb.net.co - liceorab1@gmail.com","www.liceorodrigoarenasbetancourt.com  --  www.lrab.edu.co","2021/12/31","LICEO RODRIGO ARENAS BETANCOURT",301.9230769,56,61,62,59,59,62,1,1,5,8,13,4,1,22,30,3,4,12,25,12,3,0,4,36,16,0,3,49,4,0,18,36,2,0.017857143,0.392857143,0.535714286,0.053571429,0.214285714,0.446428571,0.214285714,0.071428571,0.053571429,0,0.071428571,0.642857143,0.285714286,0,0.053571429,0.875,0.071428571,0,0.321428571,0.642857143,0.035714286,1,1.47,1.06,2,89.77,90.93,0.77,0.34,342.204666539,301.1538462,304.2307692,302.3076923
311001000158,-74.1561152496649,4.60617024305243,"A","colombo_andino@hotmail.com -- gimnasiocolomboandino@hotmail.com  --  gimcolandy@yahoo.es","www.sian.net.co/colomboandino  --  www.gimnasiocolomboandino.edu.co","2021/12/31","GIMNASIO COLOMBO ANDINO",273.8461538,6,57,56,52,52,61,1,1,5,8,13,5,3,5,8,0,0,5,5,5,0,0,3,12,0,0,3,12,0,3,8,5,0,0.2,0.333333333,0.533333333,0,0.333333333,0.333333333,0.333333333,0,0,0,0.2,0.8,0,0,0.2,0.8,0,0.2,0.533333333,0.333333333,0,4,1.47,1.06,3,89.77,90.93,0.77,0.34,342.204666539,256.9230769,238.4615385,276.1538462
311001000221,-74.0671627802506,4.65772227625797,"A","pedagogicoliceo@hotmail.com -- lipedagogico@hotmail.com","","2021/12/31","LICEO PEDAGOGICO",251.9230769,5,50,57,46,47,55,1,1,5,12,13,4,1,4,0,0,0,4,1,0,0,1,1,3,0,0,1,4,0,1,4,0,0,0.2,0.8,0,0,0.8,0.2,0,0,0,0.2,0.2,0.6,0,0,0.2,0.8,0,0.2,0.8,0,0,2,1.77,1.98,3,86.15,87.97,2.14,2.55,198.262433299,260.7692308,253.0769231,282.6923077
311001000263,-74.056934210286,4.75236918170738,"A","gclasalette@gmail.com","www.lasalette.edu.co","2021/12/31","COLEGIO GIMNASIO LA SALETTE",291.1538462,19,59,57,56,56,73,1,1,5,11,15,4,1,6,11,1,0,0,7,7,5,0,4,9,6,0,4,13,2,2,7,8,2,0.052631579,0.315789474,0.578947368,0.052631579,0,0.368421053,0.368421053,0,0.263157895,0,0.210526316,0.473684211,0.315789474,0,0.210526316,0.684210526,0.105263158,0.105263158,0.368421053,0.421052632,0.105263158,1,1.92,1.39,3,85.16,85.75,2.36,1.58,175.654664276,299.2307692,290,315
311001000298,-74.1184512002686,4.62222949404966,"A","colegio-santateresita@hotmail.com","www.santateresitabogota.com","2021/12/31","COLEGIO SANTA TERESITA",288.4615385,19,60,57,56,56,63,1,1,5,16,13,4,2,5,12,0,0,4,10,5,0,0,3,12,4,1,3,14,1,0,11,7,1,0.105263158,0.263157895,0.631578947,0,0.210526316,0.526315789,0.263157895,0,0,0,0.157894737,0.631578947,0.210526316,0.052631579,0.157894737,0.736842105,0.052631579,0,0.578947368,0.368421053,0.052631579,3,1.74,1.21,3,83.87,86.73,2.25,2.06,233.05811403,261.5384615,259.2307692,278.0769231
311001000310,-74.078949399922,4.62970379635735,"A","macosta2010@hotmail.com - domancolegio@gmail.com  --  domancolegio@hotmail.com","www.colegioglenndoman.edu.co","2021/12/31","COLEGIO GLENN DOMAN",303.4615385,27,61,61,60,57,72,1,1,5,13,15,4,1,11,19,1,0,2,6,18,6,0,4,19,10,0,4,26,4,0,12,15,6,0.03030303,0.333333333,0.575757576,0.03030303,0.060606061,0.181818182,0.545454545,0,0.181818182,0,0.121212121,0.575757576,0.303030303,0,0.121212121,0.787878788,0.121212121,0,0.363636364,0.454545455,0.181818182,2,0.52,0.47,4,0,0,0,0,115.892692369,282.6923077,297.6923077,280
311001000328,-74.0689234099355,4.6178050589036,"A","casacentral24@yahoo.es","www.mauxicentral.edu.co","2021/12/31","COLEGIO DE MARIA AUXILIADORA",311.5384615,62,64,63,60,60,69,1,1,1,3,3,4,0,19,38,5,1,5,20,27,9,0,4,29,29,0,3,48,11,2,13,36,11,0,0.306451613,0.612903226,0.080645161,0.080645161,0.322580645,0.435483871,0.016129032,0.14516129,0,0.064516129,0.467741935,0.467741935,0,0.048387097,0.774193548,0.177419355,0.032258065,0.209677419,0.580645161,0.177419355,1,1.36,1.05,4,77.16,78.83,2.11,1.79,40.214988777,320.3846154,319.6153846,307.3076923
311001000352,-74.1724326697955,4.63320807085126,"A","colernestoguhl@hotmail.es -- liceorectoria@yahoo.es","www.colernestoguhl.edu.co","2021/12/31","COLEGIO ERNESTO GUHL",270,9,55,54,55,52,54,1,1,5,8,13,4,0,5,4,0,2,4,2,1,0,0,2,6,1,0,2,7,0,1,3,5,0,0,0.555555556,0.444444444,0,0.444444444,0.222222222,0.111111111,0.222222222,0,0,0.222222222,0.666666667,0.111111111,0,0.222222222,0.777777778,0,0.111111111,0.333333333,0.555555556,0,3,1.47,1.06,2,85.22,88.65,0.77,0.71,548.796445738,263.0769231,263.0769231,286.1538462
311001000379,-74.1300217796058,4.56074962831316,"A","colasvictorias@yahoo.es","","2021/12/31","COLEGIO NUESTRA SEÑORA DE LAS VICTORIAS",266.1538462,24,55,56,50,52,53,1,1,5,6,3,4,2,14,10,0,8,8,6,2,0,1,6,14,4,1,6,17,1,8,6,11,0,0.08,0.56,0.4,0,0.32,0.24,0.08,0.32,0,0.04,0.24,0.56,0.16,0.04,0.24,0.68,0.04,0.32,0.24,0.44,0,2,1.39,1.33,2,89.89,90.56,1.58,1.27,176.315694126,273.0769231,268.4615385,288.0769231
311001000387,-74.1950638396117,4.62113460312269,"A","colegiomixtovillacarolina@yahoo.es","","2021/12/31","COLEGIO MIXTO VILLA CAROLINA",254.6153846,26,54,51,49,50,50,1,1,5,7,13,4,4,13,8,1,11,10,5,0,0,1,7,14,4,1,9,16,0,7,11,7,1,0.153846154,0.5,0.307692308,0.038461538,0.384615385,0.192307692,0,0.423076923,0,0.038461538,0.269230769,0.538461538,0.153846154,0.038461538,0.346153846,0.615384615,0,0.269230769,0.423076923,0.269230769,0.038461538,3,1.34,1.06,2,90.04,91.9,1.72,1.39,415.818720334,257.6923077,253.8461538,263.8461538
311001000441,-74.1220619803498,4.56922829378796,"A","lpsj2003@yahoo.com","www.liceoparroquialsanjose.edu.co","2021/12/31","LICEO PARROQUIAL SAN JOSE",266.5384615,54,55,55,51,52,54,1,1,5,18,11,4,6,33,14,1,13,24,12,5,0,0,16,31,7,1,16,35,2,9,24,19,2,0.111111111,0.611111111,0.259259259,0.018518519,0.444444444,0.222222222,0.092592593,0.240740741,0,0,0.296296296,0.574074074,0.12962963,0.018518519,0.296296296,0.648148148,0.037037037,0.166666667,0.444444444,0.351851852,0.037037037,2,1.55,1.21,3,88.95,90.75,1.5,1.23,356.98615353,284.6153846,268.0769231,291.5384615
