X,Y,WEB,NOMBRE_EST,NOMBRE_SED,ORDEN_DE_S,EMAIL,SECTOR,NATU_JUR,CALENDARIO,GENERO,COD_LOCA,CLASE_TIPO,Fecha,EVALUADOS,P_Puntaje_,P_Lectura,P_Matemati,P_Sociales,P_Ciencias,P_Ingles,Ciencias_N,Ciencias_1,Ciencias_2,Ciencias_3,Ingles_A,Ingles_A1,Ingles_A2,Ingles_B1,Ingles_B,Lectura_1,Lectura_2,Lectura_3,Lectura_4,Matematica,Matemati_1,Matemati_2,Matemati_3,SocialC_1,SocialC_2,SocialC_3,SocialC_4,PCiencias_,PCiencias1,PCiencia_1,PCiencia_2,PIngles_A,PIngles_A1,PIngles_A2,PIngles_B1,PIngles_B,PLectura_1,PLectura_2,PLectura_3,PLectura_4,PMatematic,PMatemat_1,PMatemat_2,PMatemat_3,PSocialC_1,PSocialC_2,PSocialC_3,PSocialC_4,Categoria,COLEGIO_SE,DANE12_SED
-8253049.8513,510106.520399999,,COLEGIO CIUDAD DE BOGOTA (IED),CIUDAD DE BOGOTA,A,coldiciudaddebogot6@educacionbogota.edu.co  --  cedciudadbogota6@gmail.com,2,9,1,5,06,1,2022/12/31,167,263.36941500000,55,53,51,52,53,22,87,34,3,63,55,34,17,2,5,44,101,19,9,60,96,7,36,68,63,3,12.86549708000,50.87719298000,33.91812865000,1.75438596500,36.84210526000,32.16374269000,19.88304094000,9.94152046800,1.16959064300,2.92397660800,25.73099415000,59.06432749000,11.11111111000,5.26315789500,35.08771930000,56.14035088000,4.09356725100,21.05263158000,39.76608187000,36.84210526000,1.75438596500,3,111001014214,111001014214
-8251539.8347,508161.974800002,https://www.redacademica.edu.co/colegios/colegio-rufino-jose-cuervo-ied,COLEGIO RUFINO JOSE CUERVO (IED),RUFINO JOSE CUERVO,A,escdirufinojosecue6@educacionbogota.edu.co,2,9,1,5,06,1,2022/12/31,109,259.61538460000,55,53,49,51,51,10,68,31,0,44,39,29,3,0,1,35,66,11,5,42,63,6,27,55,32,1,8.77192982500,59.64912281000,30.70175439000,0.00000000000,38.59649123000,34.21052632000,25.43859649000,2.63157894700,0.00000000000,0.87719298200,30.70175439000,57.89473684000,9.64912280700,4.38596491200,36.84210526000,55.26315789000,5.26315789500,23.68421053000,48.24561404000,28.07017544000,0.87719298200,3,111001018201,111001018201
-8252336.2176,509952.331099998,,COLEGIO INEM SANTIAGO PEREZ (IED),INEM SANTIAGO PEREZ,A,inemsantiagoperez6@educacionbogota.edu.co,2,9,1,5,06,1,2022/12/31,249,255.38461540000,54,51,49,50,52,46,144,26,0,90,95,54,15,5,5,80,142,28,21,95,139,3,67,124,65,3,17.82945736000,55.81395349000,25.96899225000,0.00000000000,34.88372093000,36.82170543000,20.93023256000,5.81395348800,1.93798449600,1.93798449600,31.00775194000,55.03875969000,10.85271318000,8.13953488400,36.82170543000,53.87596899000,1.16279069800,25.96899225000,48.06201550000,25.19379845000,1.16279069800,3,111001019411,111001019411
-8251725.9753,509415.638799999,,COLEGIO BERNARDO JARAMILLO (IED),BERNARDO JARAMILLO,A,cedbernardojarami18@educacionbogota.edu.co,2,9,1,5,06,1,2022/12/31,117,253.84615380000,54,53,47,49,51,22,70,21,1,45,48,18,7,0,1,39,66,12,5,41,68,4,35,55,25,4,18.64406780000,59.32203390000,21.18644068000,0.84745762700,38.13559322000,40.67796610000,15.25423729000,5.93220339000,0.00000000000,0.84745762700,33.05084746000,55.93220339000,10.16949153000,4.23728813600,34.74576271000,57.62711864000,3.38983050800,29.66101695000,46.61016949000,21.18644068000,3.38983050800,3,111001032450,111001032450
-8254615.1458,511440.191500001,https://www.redacademica.edu.co/colegios/colegio-isla-del-sol-ied  --  http://isladelsolinteractiva.blogspot.com/,COLEGIO ISLA DEL SOL (IED),ISLA DEL SOL,A,cedisladelsol6@educacionbogota.edu.co  --  colegioisladelsol@gmail.com,2,9,1,5,06,1,2022/12/31,69,265.76923080000,57,54,51,51,52,7,43,29,0,23,25,18,4,0,0,13,46,11,1,22,46,1,13,32,23,1,10.00000000000,61.42857143000,28.57142857000,0.00000000000,32.85714286000,35.71428571000,25.71428571000,5.71428571400,0.00000000000,0.00000000000,18.57142857000,65.71428571000,15.71428571000,1.42857142900,31.42857143000,65.71428571000,1.42857142900,18.57142857000,45.71428571000,32.85714286000,1.42857142900,3,111001075736,111001075736
-8252375.6481,508646.9626,http://distritalsancarlos.blogspot.com/,COLEGIO SAN CARLOS (IED),JOSE ANTONIO RICAURTE,A,escdijoantoniori6@educacionbogota.edu.co,2,9,1,5,06,1,2022/12/31,139,237.69230770000,50,49,44,47,48,34,85,14,0,70,45,21,3,1,6,64,69,1,11,66,63,0,63,56,20,1,24.28571429000,60.71428571000,14.28571429000,0.00000000000,50.00000000000,32.14285714000,15.00000000000,2.14285714300,0.71428571400,4.28571428600,45.71428571000,49.28571429000,0.71428571400,7.85714285700,47.14285714000,45.00000000000,0.00000000000,45.00000000000,40.00000000000,14.28571429000,0.71428571400,4,111001075957,111001075957
-8252902.8316,508895.612599999,,COLEGIO SAN BENITO ABAD (IED),DIANA TURBAY,A,ceddianaturbay6@educacionbogota.edu.co,2,9,1,5,06,1,2022/12/31,48,243.07692310000,52,48,48,46,50,15,26,20,0,19,22,8,2,0,1,21,25,3,4,22,24,0,12,27,12,0,30.00000000000,52.00000000000,20.00000000000,0.00000000000,38.00000000000,44.00000000000,16.00000000000,4.00000000000,0.00000000000,2.00000000000,42.00000000000,50.00000000000,6.00000000000,8.00000000000,44.00000000000,48.00000000000,0.00000000000,24.00000000000,54.00000000000,24.00000000000,0.00000000000,4,111001086631,111001086631
-8251265.4867,506977.814100001,www.liceosejercito.edu.co,LICEO DEL EJERCITO PATRIA SECTOR SUR C (SANTA BARBARA),LICEO DEL EJERCITO PATRIA SECTOR SUR C (SANTA BARBARA),A,secretarialsb@liceosejercito.edu.co  --  lsbesart@gmail.com,1,14,1,5,06,6,2022/12/31,19,323.07692310000,66,65,64,62,69,0,3,68,3,0,2,8,6,3,0,1,7,11,0,1,13,5,0,2,14,3,0.00000000000,15.78947368000,68.42105263000,15.78947368000,0.00000000000,10.52631579000,42.10526316000,31.57894737000,15.78947368000,0.00000000000,5.26315789500,36.84210526000,57.89473684000,0.00000000000,5.26315789500,68.42105263000,26.31578947000,0.00000000000,10.52631579000,73.68421053000,15.78947368000,1,111850001037,111850001037
-8252116.277,508237.3235,,COLEGIO NUESTRA SEÑORA DE LAS VICTORIAS,COLEGIO NUESTRA SEÑORA DE LAS VICTORIAS,A,colasvictorias@yahoo.es,1,3,1,5,06,4,2022/12/31,31,288.07692310000,60,61,54,55,59,2,14,42,2,2,13,11,3,2,0,3,23,5,0,5,24,2,2,17,11,1,6.45161290300,45.16129032000,41.93548387000,6.45161290300,6.45161290300,41.93548387000,35.48387097000,9.67741935500,6.45161290300,0.00000000000,9.67741935500,74.19354839000,16.12903226000,0.00000000000,16.12903226000,77.41935484000,6.45161290300,6.45161290300,54.83870968000,35.48387097000,3.22580645200,2,311001000379,311001000379
-8253407.3327,511499.886100002,www.gimnasiopedagogiconsf.com.co,GIMNASIO PEDAGOGICO NUESTRA SEÑORA DE FATIMA,GIMNASIO PEDAGOGICO NUESTRA SEÑORA DE FATIMA,A,Gpnsf1968@gmail.com - rectoriagpnsf@gmail.com - secretariagpnsf@gmail.com,1,13,1,5,06,4,2022/12/31,40,298.84615380000,62,61,57,58,63,1,14,56,3,4,6,18,11,2,0,5,22,14,0,7,30,4,2,12,26,1,2.43902439000,34.14634146000,56.09756098000,7.31707317100,9.75609756100,14.63414634000,43.90243902000,26.82926829000,4.87804878000,0.00000000000,12.19512195000,53.65853659000,34.14634146000,0.00000000000,17.07317073000,73.17073171000,9.75609756100,4.87804878000,29.26829268000,63.41463415000,2.43902439000,1,311001003378,311001003378
-8252128.7226,508874.883400001,www.colegioparroquialsancarlos.com,COLEGIO PARROQUIAL SAN CARLOS,COLEGIO PARROQUIAL SAN CARLOS,A,cpsc45@hotmail.com,1,3,1,5,06,4,2022/12/31,87,295.38461540000,62,59,57,57,63,2,40,48,3,3,22,41,18,3,0,4,60,23,0,9,73,5,5,28,49,5,2.29885057500,45.97701149000,48.27586207000,3.44827586200,3.44827586200,25.28735632000,47.12643678000,20.68965517000,3.44827586200,0.00000000000,4.59770114900,68.96551724000,26.43678161000,0.00000000000,10.34482759000,83.90804598000,5.74712643700,5.74712643700,32.18390805000,56.32183908000,5.74712643700,1,311001003971,311001003971
-8252621.4761,510715.6085,www.tecnologicodelsur.edu.co,FUNDACION INSTITUTO TECNOLOGICO DEL SUR,FUNDACION INSTITUTO TECNOLOGICO DEL SUR,A,rectoria@tecnologicodelsur.edu.co  --  coordinaciongeneral@tecnologicodelsur.edu.coinstitucional,1,8,1,5,06,4,2022/12/31,163,297.69230770000,61,60,58,58,63,3,60,52,15,11,39,49,57,7,0,11,104,46,2,26,116,21,10,51,95,8,1.84049079800,36.80981595000,52.14723926000,9.20245398800,6.74846625800,23.92638037000,30.06134969000,34.96932515000,4.29447852800,0.00000000000,6.74846625800,63.80368098000,28.22085890000,1.22699386500,15.95092025000,71.16564417000,12.88343558000,6.13496932500,31.28834356000,58.28220859000,4.90797546000,1,311001004820,311001004820
-8252876.0715,511644.399500001,www.sites.google.com/site/conusefa  --  www.policia.gov.co,COLEGIO NUESTRA SEÑORA DE FATIMA POLINAL,COLEGIO NUESTRA SEÑORA DE FATIMA POLINAL,A,dibie.nusefa-rectoria@policia.gov.co  --  tania.vigoya1026@correo.policia.gov.co,1,14,1,5,06,6,2022/12/31,113,287.69230770000,60,57,56,56,61,5,50,48,5,14,31,40,27,3,0,11,72,31,2,23,81,7,10,40,57,7,4.42477876100,44.24778761000,47.78761062000,4.42477876100,12.38938053000,27.43362832000,35.39823009000,23.89380531000,2.65486725700,0.00000000000,9.73451327400,63.71681416000,27.43362832000,1.76991150400,20.35398230000,71.68141593000,6.19469026500,8.84955752200,35.39823009000,50.44247788000,6.19469026500,1,311001004897,311001004897
-8252390.4803,508815.691399999,,COLEGIO PEDRO DE HEREDIA,COLEGIO PEDRO DE HEREDIA,A,colegiopedrodeheredia@gmail.com  --  pedrodeheredia@etb.net.co,1,13,1,5,06,4,2022/12/31,22,296.15384620000,62,58,58,58,62,1,8,50,2,1,6,9,5,1,0,1,13,8,0,2,19,1,0,10,9,3,4.54545454500,36.36363636000,50.00000000000,9.09090909100,4.54545454500,27.27272727000,40.90909091000,22.72727273000,4.54545454500,0.00000000000,4.54545454500,59.09090909000,36.36363636000,0.00000000000,9.09090909100,86.36363636000,4.54545454500,0.00000000000,45.45454545000,40.90909091000,13.63636364000,2,311001005311,311001005311
-8252118.9977,508807.517,www.externadoporfiriobarbajacob.com.co,EXTERNADO PORFIRIO BARBA JACOB,EXTERNADO PORFIRIO BARBA JACOB,A,externadoporfiriobarbajacob@hotmail.com,1,13,1,5,06,4,2022/12/31,96,289.23076920000,59,60,55,57,59,2,40,52,4,14,25,36,19,2,0,13,62,21,0,15,71,10,10,36,45,5,2.08333333300,41.66666667000,52.08333333000,4.16666666700,14.58333333000,26.04166667000,37.50000000000,19.79166667000,2.08333333300,0.00000000000,13.54166667000,64.58333333000,21.87500000000,0.00000000000,15.62500000000,73.95833333000,10.41666667000,10.41666667000,37.50000000000,46.87500000000,5.20833333300,2,311001006032,311001006032
-8253296.3527,511825.355,www.cocove.edu.co,COLEGIO COOPERATIVO VENECIA,COLEGIO COOPERATIVO VENECIA,A,rectoria@cocove.edu.co -- secretaria@cocove.edu.co -- coordinacion@hotmail.com,1,4,1,5,06,4,2022/12/31,43,279.61538460000,58,56,55,54,58,1,25,42,0,3,18,17,6,1,0,9,29,7,1,9,32,2,3,20,20,2,2.22222222200,55.55555556000,42.22222222000,0.00000000000,6.66666666700,40.00000000000,37.77777778000,13.33333333000,2.22222222200,0.00000000000,20.00000000000,64.44444444000,15.55555556000,2.22222222200,20.00000000000,71.11111111000,4.44444444400,6.66666666700,44.44444444000,44.44444444000,4.44444444400,2,311001008213,311001008213
-8253605.0283,510158.174400002,www.portalliceo.com,LICEO CAMPESTRE CAFAM,LICEO CAMPESTRE CAFAM,A,liceocampestre@cafam.com.co  --  dachury@cafam.com.co  --  jvillarraga@cafam.com.co,1,2,1,5,06,4,2022/12/31,58,323.84615380000,64,67,63,63,71,0,13,63,9,0,2,19,31,7,0,0,30,30,0,0,40,19,0,15,32,11,0.00000000000,22.03389831000,62.71186441000,15.25423729000,0.00000000000,3.38983050800,32.20338983000,52.54237288000,11.86440678000,0.00000000000,0.00000000000,50.84745763000,50.84745763000,0.00000000000,0.00000000000,67.79661017000,32.20338983000,0.00000000000,25.42372881000,54.23728814000,18.64406780000,1,311001020213,311001020213
-8254157.1585,511266.895100001,www.cooperativonuevomuzu.edu.co,COLEGIO COOPERATIVO NUEVO MUZU,COLEGIO COOPERATIVO NUEVO MUZU,A,informacion@cooperativonuevomuzu.edu.co -- colegiocooperativo12@gmail.com,1,4,1,5,06,4,2022/12/31,47,271.15384620000,56,54,54,52,57,4,29,33,0,9,14,19,7,0,1,10,32,5,1,14,32,2,5,19,25,0,8.16326530600,59.18367347000,32.65306122000,0.00000000000,18.36734694000,28.57142857000,38.77551020000,14.28571429000,0.00000000000,2.04081632700,20.40816327000,65.30612245000,10.20408163000,2.04081632700,28.57142857000,65.30612245000,4.08163265300,10.20408163000,38.77551020000,51.02040816000,0.00000000000,3,311001025894,311001025894
-8253173.0864,511160.203200001,www.gclosandes.com,GIMNASIO COMERCIAL LOS ANDES,GIMNASIO COMERCIAL LOS ANDES,A,gimnasiocomerciallosandes@hotmail.com,1,13,1,5,06,4,2022/12/31,23,241.53846150000,51,48,45,48,52,3,16,17,0,4,16,2,1,0,1,13,9,0,3,10,10,0,6,14,3,0,13.04347826000,69.56521739000,17.39130435000,0.00000000000,17.39130435000,69.56521739000,8.69565217400,4.34782608700,0.00000000000,4.34782608700,56.52173913000,39.13043478000,0.00000000000,13.04347826000,43.47826087000,43.47826087000,0.00000000000,26.08695652000,60.86956522000,13.04347826000,0.00000000000,3,311001028427,311001028427
-8251843.4341,509207.357700001,,LICEO DAMFUS,LICEO DAMFUS,A,elsamaryf@hotmail.com  --  elsamaryf@hotmail.co,1,13,1,5,06,4,2022/12/31,16,302.30769230000,63,63,59,57,60,0,7,50,1,2,5,5,4,0,0,0,10,6,0,0,13,3,0,8,6,2,0.00000000000,43.75000000000,50.00000000000,6.25000000000,12.50000000000,31.25000000000,31.25000000000,25.00000000000,0.00000000000,0.00000000000,0.00000000000,62.50000000000,37.50000000000,0.00000000000,0.00000000000,81.25000000000,18.75000000000,0.00000000000,50.00000000000,37.50000000000,12.50000000000,1,311001036250,311001036250
-8251890.8651,509923.059,www.colegioronditasdeltunal.edu.co  --  www.caminoalacima.edu.co,COLEGIO INTERNACIONAL CAMINO A LA CIMA,COLEGIO INTERNACIONAL CAMINO A LA CIMA,A,colegiocairt@gmail.com -- colegiocairt@hotmail.com  --  secretaria@caminoalacima.edu.co,1,13,1,5,06,4,2022/12/31,18,341.92307690000,69,71,64,67,76,0,0,83,3,0,0,1,12,5,0,0,3,15,0,0,8,10,0,1,15,2,0.00000000000,0.00000000000,83.33333333000,16.66666667000,0.00000000000,0.00000000000,5.55555555600,66.66666667000,27.77777778000,0.00000000000,0.00000000000,16.66666667000,83.33333333000,0.00000000000,0.00000000000,44.44444444000,55.55555556000,0.00000000000,5.55555555600,83.33333333000,11.11111111000,1,311001046077,311001046077
-8251677.7228,509670.501899999,www.liceocampodavid.edu.co,LICEO CAMPO DAVID,LICEO CAMPO DAVID,A,lcd@liceocampodavid.edu.co  --  gerencia@liceocampodavid.edu.co  --  tesoreria@liceocampodavid.edu.co,1,15,1,5,06,4,2022/12/31,43,381.53846150000,74,82,73,75,80,0,0,14,37,0,0,0,17,26,0,0,0,43,0,0,3,40,0,0,15,28,0.00000000000,0.00000000000,13.95348837000,86.04651163000,0.00000000000,0.00000000000,0.00000000000,39.53488372000,60.46511628000,0.00000000000,0.00000000000,0.00000000000,100.00000000000,0.00000000000,0.00000000000,6.97674418600,93.02325581000,0.00000000000,0.00000000000,34.88372093000,65.11627907000,1,311001065489,311001065489
-8253435.1759,511369.022,www.liceosantabernardita.edu.co,LICEO SANTA BERNARDITA,LICEO SANTA BERNARDITA,A,liceosanta@gmail.com -- ijvilla@hotmail.com,1,13,1,5,06,4,2022/12/31,93,327.30769230000,66,67,63,63,74,0,14,66,18,0,2,16,53,24,0,3,33,57,0,3,59,31,4,13,51,26,0.00000000000,14.89361702000,65.95744681000,19.14893617000,0.00000000000,2.12765957400,17.02127660000,56.38297872000,25.53191489000,0.00000000000,3.19148936200,35.10638298000,60.63829787000,0.00000000000,3.19148936200,62.76595745000,32.97872340000,4.25531914900,13.82978723000,54.25531915000,27.65957447000,1,311001088608,311001088608
-8252773.4505,511968.598,www.colegioincade.edu.co  --  www.incade.edu.co,COLEGIO INCADE,COLEGIO INCADE,A,direccionincade@gmail.com  --  incadevenecia@gmail.com,1,15,1,5,06,4,2022/12/31,9,235.00000000000,51,46,48,43,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0,311001104778,311001104778
-8252888.8733,511984.640900001,www.institutobritanico.edu.co  --  www.colegiobritanico.edu.co,COLEGIO BRITANICO,COLEGIO BRITANICO,A,rectoriacb@gmail.com,1,13,1,5,06,4,2022/12/31,20,240.38461540000,50,50,45,47,49,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.00000000000,100.00000000000,0.00000000000,0.00000000000,0.00000000000,100.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,100.00000000000,0.00000000000,0.00000000000,0.00000000000,100.00000000000,0.00000000000,0.00000000000,100.00000000000,0.00000000000,0.00000000000,4,311001104786,311001104786
-8253790.5623,511748.7905,www.suramericano.neolm.com,CENTRO EDUCATIVO SURAMERICANO,CENTRO EDUCATIVO SURAMERICANO,A,centroedusuramericano@yahoo.es,1,13,1,5,06,4,2022/12/31,1,199.23076920000,34,37,46,44,35,3,1,0,0,3,1,0,0,0,1,3,0,0,1,3,0,0,3,1,0,0,75.00000000000,25.00000000000,0.00000000000,0.00000000000,75.00000000000,25.00000000000,0.00000000000,0.00000000000,0.00000000000,25.00000000000,75.00000000000,0.00000000000,0.00000000000,25.00000000000,75.00000000000,0.00000000000,0.00000000000,75.00000000000,25.00000000000,0.00000000000,0.00000000000,5,311001108706,311001108706
-8252897.8701,512011.313700002,www.institutotecnisistemas.com,COLEGIO TECNISISTEMAS,COLEGIO TECNISISTEMAS,A,venecia@institutotecnisistemas.com,1,15,1,5,06,4,2022/12/31,71,236.53846150000,50,48,45,46,48,0,2,0,0,2,0,0,0,0,0,1,1,0,0,2,0,0,1,1,0,0,0.00000000000,100.00000000000,0.00000000000,0.00000000000,100.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,50.00000000000,50.00000000000,0.00000000000,0.00000000000,100.00000000000,0.00000000000,0.00000000000,50.00000000000,50.00000000000,0.00000000000,0.00000000000,4,311001109931,311001109931
-8253096.9082,511007.652100001,www.colpresentacionfatima.com,COLEGIO DE LA PRESENTACION DE FATIMA,COLEGIO DE LA PRESENTACION DE FATIMA,A,colpresentacionfatima@hotmail.com  --  coprefarectoria@yahoo.com,1,3,1,5,06,4,2022/12/31,26,302.69230770000,63,62,59,58,61,0,9,62,1,2,6,11,7,0,0,4,10,12,0,2,21,3,0,7,18,1,0.00000000000,34.61538462000,61.53846154000,3.84615384600,7.69230769200,23.07692308000,42.30769231000,26.92307692000,0.00000000000,0.00000000000,15.38461538000,38.46153846000,46.15384615000,0.00000000000,7.69230769200,80.76923077000,11.53846154000,0.00000000000,26.92307692000,69.23076923000,3.84615384600,2,311102000531,311102000531
-8259566.3317,513197.786,,COLEGIO CARLOS ALBAN HOLGUIN (IED),CARLOS ALBAN HOLGUIN,A,cedcarlosalbanhol7@educacionbogota.edu.co,2,9,1,5,07,1,2022/12/31,270,249.23076920000,53,51,48,49,49,50,160,23,3,127,94,47,8,0,8,102,152,17,25,121,124,6,80,135,58,3,18.11594203000,57.97101449000,22.82608696000,1.08695652200,46.01449275000,34.05797101000,17.02898551000,2.89855072500,0.00000000000,2.89855072500,36.95652174000,55.07246377000,6.15942029000,9.05797101400,43.84057971000,44.92753623000,2.17391304300,28.98550725000,48.91304348000,21.01449275000,1.08695652200,4,111001002909,111001002909
-8258507.1836,512578.829300001,,COLEGIO CEDID SAN PABLO (IED),SAN PABLO BOSA,A,cedidsanpablobosa7@educacionbogota.edu.co  --  maquintero@educacionbogota.edu.co,2,9,1,5,07,1,2022/12/31,250,251.62153850000,53,52,48,50,50,74,221,19,4,181,129,41,15,0,22,140,192,15,33,159,177,4,122,181,66,4,20.05420054000,59.89159892000,18.97018970000,1.08401084000,49.05149051000,34.95934959000,11.11111111000,4.06504065000,0.00000000000,5.96205962100,37.94037940000,52.03252033000,4.06504065000,8.94308943100,43.08943089000,47.96747967000,1.08401084000,33.06233062000,49.05149051000,17.88617886000,1.08401084000,3,111001010031,111001010031
-8256144.6088,512993.708700001,,COLEGIO NUEVO CHILE (IED),NUEVO CHILE,A,cednvochile7@educacionbogota.edu.co  --  rladino@educacionbogota.edu.co,2,9,1,5,07,1,2022/12/31,157,250.47280740000,53,51,48,48,51,41,85,23,0,62,62,31,10,0,10,46,104,3,15,60,88,2,49,73,39,3,25.15337423000,52.14723926000,22.69938650000,0.00000000000,38.03680982000,38.03680982000,19.01840491000,6.13496932500,0.00000000000,6.13496932500,28.22085890000,63.80368098000,1.84049079800,9.20245398800,36.80981595000,53.98773006000,1.22699386500,30.06134969000,44.78527607000,23.92638037000,1.84049079800,3,111001013676,111001013676
-8257825.7547,515755.885,,COLEGIO BRASILIA - BOSA (IED),BRASILIA - BOSA,A,cedbrasiliabosa7@educacionbogota.edu.co  --  rectoriabrasilia7@gmail.com,2,9,1,5,07,1,2022/12/31,212,261.34978230000,54,53,50,52,52,19,130,30,2,78,78,41,17,0,2,76,112,24,11,71,125,9,39,108,65,4,8.79629629600,60.18518519000,30.09259259000,0.92592592600,36.11111111000,36.11111111000,18.98148148000,7.87037037000,0.00000000000,0.92592592600,35.18518519000,51.85185185000,11.11111111000,5.09259259300,32.87037037000,57.87037037000,4.16666666700,18.05555556000,50.00000000000,30.09259259000,1.85185185200,3,111001014109,111001014109
-8259869.7675,513763.631700002,,COLEGIO GRANCOLOMBIANO (IED),GRANCOLOMBIANO,A,coldigrancolombian7@educacionbogota.edu.co  --  cparrap@educacionbogota.edu.co,2,9,1,5,07,1,2022/12/31,188,258.46153850000,55,53,48,51,51,13,118,30,2,68,68,44,10,0,2,59,112,19,6,65,116,4,40,105,44,2,6.84210526300,62.10526316000,30.00000000000,1.05263157900,35.78947368000,35.78947368000,23.15789474000,5.26315789500,0.00000000000,1.05263157900,31.05263158000,58.94736842000,10.00000000000,3.15789473700,34.21052632000,61.05263158000,2.10526315800,21.05263158000,55.26315789000,23.15789474000,1.05263157900,3,111001046477,111001046477
-8257575.9303,513303.766199999,,COLEGIO JOSE ANTONIO GALAN (IED),JOSE ANTONIO GALAN,A,escdijoseantonioga7@educacionbogota.edu.co  --  iedjoseantoniogalan7@gmail.com  --  masarmiento@educacionbogota.edu.co,2,9,1,5,07,1,2022/12/31,79,254.69815000000,55,52,49,48,50,17,50,19,3,40,28,14,3,1,0,25,53,8,7,28,50,1,14,49,22,1,19.76744186000,58.13953488000,18.60465116000,3.48837209300,46.51162791000,32.55813953000,16.27906977000,3.48837209300,1.16279069800,0.00000000000,29.06976744000,61.62790698000,9.30232558100,8.13953488400,32.55813953000,58.13953488000,1.16279069800,16.27906977000,56.97674419000,25.58139535000,1.16279069800,4,111001046591,111001046591
-8259882.1407,513000.830899999,,COLEGIO LLANO ORIENTAL (IED),LLANO ORIENTAL,A,cedllanooriental7@educacionbogota.edu.co  --  csgutierrez@educacionbogota.edu.co,2,9,1,5,07,1,2022/12/31,57,251.92307690000,53,49,50,49,52,8,40,19,0,19,25,11,5,0,2,15,40,1,4,27,28,0,8,34,15,1,13.55932203000,67.79661017000,18.64406780000,0.00000000000,32.20338983000,42.37288136000,18.64406780000,8.47457627100,0.00000000000,3.38983050800,25.42372881000,67.79661017000,1.69491525400,6.77966101700,45.76271186000,47.45762712000,0.00000000000,13.55932203000,57.62711864000,25.42372881000,1.69491525400,3,111001086606,111001086606
-8259340.6537,515118.3517,,COLEGIO LA CONCEPCION (IED),LA CONCEPCION,A,cedlaconcepcion7@educacionbogota.edu.co  --  vcchacon@educacionbogota.edu.co,2,9,1,5,07,1,2022/12/31,83,259.61538460000,54,52,51,51,51,9,55,24,3,35,30,17,5,0,1,27,52,6,3,40,43,1,15,43,26,3,10.34482759000,63.21839080000,24.13793103000,3.44827586200,40.22988506000,34.48275862000,19.54022989000,5.74712643700,0.00000000000,1.14942528700,31.03448276000,59.77011494000,6.89655172400,3.44827586200,45.97701149000,49.42528736000,1.14942528700,17.24137931000,49.42528736000,29.88505747000,3.44827586200,3,111001086754,111001086754
-8260447.8975,513718.691799998,,COLEGIO LA ESPERANZA (IED),LA ESPERANZA,A,champagnatlaesperanza@maristasnorandina.org  --  rectorlaesperanza@maristasnorandina.org,2,9,1,5,07,2,2022/12/31,56,267.69230770000,56,54,52,52,54,4,32,36,1,15,24,14,6,0,1,12,36,9,0,17,40,2,4,35,17,3,6.77966101700,54.23728814000,35.59322034000,1.69491525400,25.42372881000,40.67796610000,23.72881356000,10.16949153000,0.00000000000,1.69491525400,20.33898305000,61.01694915000,15.25423729000,0.00000000000,28.81355932000,67.79661017000,3.38983050800,6.77966101700,59.32203390000,28.81355932000,5.08474576300,3,111001098876,111001098876
-8260143.6034,513731.542199999,,COLEGIO LOS NARANJOS (IED),LOS NARANJOS,A,champagnatlosnaranjos@maristasnorandina.org  --  rectorlosnaranjos@maristasnorandina.org,2,9,1,5,07,2,2022/12/31,107,262.69230770000,55,54,50,51,53,15,59,32,0,35,38,25,9,2,4,22,71,12,5,29,73,1,17,60,29,2,13.76146789000,54.12844037000,32.11009174000,0.00000000000,32.11009174000,34.86238532000,22.93577982000,8.25688073400,1.83486238500,3.66972477100,20.18348624000,65.13761468000,11.00917431000,4.58715596300,26.60550459000,66.97247706000,0.91743119300,15.59633028000,55.04587156000,26.60550459000,1.83486238500,3,111001098884,111001098884
-8258393.3271,513951.4958,,COLEGIO ARGELIA (IED),ARGELIA,A,sacargelia@aae.edu.co  --  gpineda@alianzaeducativa.edu.co,2,9,1,5,07,2,2022/12/31,106,281.92307690000,58,59,53,55,58,7,51,43,4,15,33,48,11,1,1,9,82,16,2,10,87,9,12,51,43,3,6.42201834900,46.78899083000,43.11926606000,3.66972477100,13.76146789000,30.27522936000,44.03669725000,10.09174312000,0.91743119300,0.91743119300,8.25688073400,75.22935780000,14.67889908000,1.83486238500,9.17431192700,79.81651376000,8.25688073400,11.00917431000,46.78899083000,39.44954128000,2.75229357800,2,111001100064,111001100064
