DANE12_EST,NOMBRE_EST,NIT,DANE12_SED,NOMBRE_SED,ORDEN_DE_S,ZONA,DIRECCION,BARRIO__GE,TELEFONO,EMAIL,WEB,ENFASIS_PA,DISCAPACID,TALENTOS_O,GRUPOS_ETN,REGIMEN_Y,CPF,COD_UPZ,NOMBRE_UPZ,SECTOR_CEN,CODIGO_POS,SECTOR,NATU_JUR,ESTADO,CALENDARIO,GENERO,COD_LOCA,CARACTER_P,ESPECIALID,ESTRATO,CLASE_TIPO,BILINGUE,FECHA
311001031134.00000000000,JARDIN INFANTIL CARRUSEL,"519124801",311001031134.00000000000,JARDIN INFANTIL CARRUSEL,A,URBANA,KR 6 # 57 - 33,S.C. BOSQUE CALDERON,"2350350",nuestrocarrusel@hotmail.com  --  carruselkindergarden1@hotmail.com,www.actiweb.es/jardincarrusel/,,,-TALENTO EN CIENCIAS SOCIALES O HUMANAS-,,LIBERTAD REGULADA,"0","90",PARDO RUBIO,"008207","110231","1","13","1","1","5","02","4","13","4","4","4",2023/09/30
311001087440.00000000000,COLEGIO FILADELFIA,"8600437872",311001087440.00000000000,COLEGIO FILADELFIA,A,URBANA,CL 62 # 7 - 63,CHAPINERO,"4608686",colfiladelfia@yahoo.com,,,,,,LIBERTAD REGULADA,"0","99",CHAPINERO,"008213","110231","1","1","1","1","5","02","4","13","3","4","4",2023/09/30
311001088403.00000000000,COLEGIO INTEGRAL,"8600902531",311001088403.00000000000,COLEGIO INTEGRAL,A,URBANA,CL 71 # 13 - 42,S.C. QUINTA CAMACHO,2350078 -- 2558857 -- 8053584,info@integralbm.com  --  info@colegiointegral.edu.co,www.integralbm.com  --  www.colegiointegral.edu.co,,,-TALENTO EN CIENCIAS SOCIALES O HUMANAS-,,LIBERTAD REGULADA,"0","97",CHICO LAGO,"008201","110231","1","13","1","1","5","02","1","1","4","4","4",2023/09/30
311001104492.00000000000,JARDIN INFANTIL TALLER DE ARTE ARCO IRIS,"9004576781",311001104492.00000000000,JARDIN INFANTIL TALLER DE ARTE ARCO IRIS,A,URBANA,KR 10 # 93 A  - 27,LA CABRERA,2363700 -- 5305521  --  3224884,tallerdeartearcoiris@hotmail.com,www.tallerdeartearcoiris.edu.co,,,,,LIBERTAD REGULADA,"0","88",EL REFUGIO,"008309","110221","1","13","1","3","5","02","4","13","6","4","4",2023/09/30
311001104549.00000000000,POLITECNICO UNIVERSAL DE CAPACITACION UNICAP,"9004881807",311001104549.00000000000,POLITECNICO UNIVERSAL DE CAPACITACION UNICAP,A,URBANA,KR 11 # 70 - 23,S.C. QUINTA CAMACHO,3458413 -- 3465204,politecnicounicap@yahoo.es,www.politecnicounicap.edu.co,,-FISICA-INTELECTUAL-,,INDIGENAS-NEGRITUDES,LIBERTAD REGULADA,"0","97",CHICO LAGO,"008201","110231","1","13","1","1","5","02","1","1","4","4","4",2023/09/30
311001108137.00000000000,COLEGIO FUNDACION NUEVA GRANADA,"8300743651",311001108137.00000000000,COLEGIO FUNDACION NUEVA GRANADA,A,URBANA,KR 2 ESTE # 67 - 50,S.C. INGEMAR ORIENTAL,3472469 -- 3460290,xcorredor@hogarnuevagranada.org - secretariaacademica@hogarnuevagranada.org  --  rectoria@hogarnuevagranada.org,www.hogarnuevagranada.org,,-FISICA-,"-TALENTO TECNOLOGICO, TALENTO EN CIENCIAS NATURALES, BASICAS O TECNOLOGIA-",,LIBERTAD REGULADA,"0","90",PARDO RUBIO,"201110","110231","1","8","1","1","5","02","1","1","7","4","4",2023/09/30
311001110034.00000000000,COLEGIO UNILATINA,"8301275009",311001110034.00000000000,COLEGIO UNILATINA,A,URBANA,CL 46 # 3 - 05 INT 1,PARDO RUBIO,5737488 EXT 107-127,secretariaacademica@unilatina.edu.co - colegiounilatina@unilatina.edu.co - zoraida.zapata@unilatina.edu.co,www.unilatina.edu.co,,-PSICOSOCIAL-,,INDIGENAS,LIBERTAD REGULADA,"0","90",PARDO RUBIO,"008208","110231","1","5","1","1","5","02","1","1","4","4","4",2023/09/30
311001800308.00000000000,COLEGIO KUEPA CALLE 72,"902417701",311001800308.00000000000,COLEGIO KUEPA CALLE 72,A,URBANA,AC 72 # 13 - 34,PORCIUNCULA,2120282 EXT 1101  --  1112,administracion.colombia@kuepa.com,,,AUDITIVA-FISICA-INTELECTUAL-MULTIPLE-PSICOSOCIAL-VISUAL-OTRA,"-TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-",INDIGENAS-NEGRITUDES-RAIZALES,LIBERTAD VIGILADA,"0","97",CHICO LAGO,"008306","110221","1","15","1","1","5","02","1","1","3","4","4",2023/09/30
311001800529.00000000000,COLEGIO DE EDUCACION BASICA SECUNDARIA Y MEDIA ACADEMICA PARA ADULTOS HEISENBERG,"57605959",311001800529.00000000000,COLEGIO DE EDUCACION BASICA SECUNDARIA Y MEDIA ACADEMICA PARA ADULTOS HEISENBERG,A,URBANA,KR 11 # 70 - 31,QUINTA CAMACHO,2124149 -- 2356481,colegio_heisenberg@hotmail.com,,,,,,LIBERTAD REGULADA,"0","97",CHICO LAGO,"008201","110231","1","13","1","1","5","02","1","1","4","4","4",2023/09/30
311001800847.00000000000,ARETE,"9012928020",311001800847.00000000000,ARETE,A,URBANA,KR 4 # 66 - 35,SC GRANADA,3158407499  --  2177321,lsanchez@arete.edu.co,,,-INTELECTUAL-PSICOSOCIAL-,,,LIBERTAD REGULADA,"0","90",PARDO RUBIO,"008204","110231","1","15","1","1","5","02","1","1","4","4","4",2023/09/30
111001009831.00000000000,COLEGIO POLICARPA SALAVARRIETA (IED),"8000754331",111001009831.00000000000,POLICARPA SALAVARRIETA,A,URBANA,CL 28 # 5 A - 06,SAN MARTIN,3341965  --  3057920218,lnalpolicarpasalav3@educacionbogota.edu.co,,,AUDITIVA-FISICA-INTELECTUAL-MENTAL/PSICOSOCIAL-MULTIPLE-VISUAL,TALENTO EXCEPCIONAL EN ARTES Y LETRAS,AFRODESCENDIENTES-INDIGENAS-NEGRITUDES,,"320","91",SAGRADO CORAZON,"008109","110311","2","9","1","1","5","03","1","1","7","1","4",2023/09/30
111001009831.00000000000,COLEGIO POLICARPA SALAVARRIETA (IED),"8000754331",111001015325.99998474121,REPUBLICA DE ARGENTINA,B,URBANA,CL 20 # 4 - 68,LAS NIEVES,"3422504",lnalpolicarpasalav3@educacionbogota.edu.co,,,AUDITIVA-FISICA-INTELECTUAL-MULTIPLE,,AFRODESCENDIENTES-INDIGENAS,,"308","93",LAS NIEVES,"003102","110311","2","9","1","1","5","03","4","13","3","1","4",2023/09/30
111001010839.00001525879,COLEGIO EXTERNADO NACIONAL CAMILO TORRES (IED),"8300471073",111001010839.00001525879,CAMILO TORRES,A,URBANA,KR 7 # 33 - 64,LA MERCED,"3380221",extcamilotorres3@educacionbogota.edu.co,www.iedcamilotorres.net,,FISICA-INTELECTUAL-MENTAL/PSICOSOCIAL-MULTIPLE-SORDOCEGUERA,"TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE",AFRODESCENDIENTES-INDIGENAS-NEGRITUDES,,"319","91",SAGRADO CORAZON,"008103","110311","2","9","1","1","5","03","1","1","3","1","4",2023/09/30
111001032409.00000000000,COLEGIO JORGE SOTO DEL CORRAL (IED),"8605325376",111001032409.00000000000,JORGE SOTO DEL CORRAL,A,URBANA,CL 3 # 1 A - 11 ESTE  --  CL 3 # 2 - 64 ESTE,LOURDES,"3336312",coldijorgesotodelc3@educacionbogota.edu.co - iedjorgesotodelcorral@gmail.com,,ELECTRONICA,AUDITIVA-FISICA-INTELECTUAL-MULTIPLE,,AFRODESCENDIENTES-INDIGENAS-NEGRITUDES,,"313","96",LOURDES,"003212","110321","2","9","1","1","5","03","1","1","2","1","4",2023/09/30
111001032409.00000000000,COLEGIO JORGE SOTO DEL CORRAL (IED),"8605325376",111001015563.00000000000,ATANASIO GIRARDOT,B,URBANA,CL 1 D BIS # 2 - 03 ESTE,GIRARDOT,2338397  --  2461139,coldijorgesotodelc3@educacionbogota.edu.co - iedjorgesotodelcorral@gmail.com,,,INTELECTUAL-MULTIPLE,CAPACIDADES EXCEPCIONALES,AFRODESCENDIENTES-INDIGENAS,,"301","96",LOURDES,"003210","110321","2","9","1","1","5","03","4","13","2","1","4",2023/09/30
111001032409.00000000000,COLEGIO JORGE SOTO DEL CORRAL (IED),"8605325376",111001015512.00001525879,EL GUAVIO,C,URBANA,KR 4 A ESTE # 3 B - 46,EL GUAVIO,2338357  --  3057920473,coldijorgesotodelc3@educacionbogota.edu.co - iedjorgesotodelcorral@gmail.com,,,AUDITIVA-FISICA-MULTIPLE,,,,"316","96",LOURDES,"003205","110321","2","9","1","1","5","03","4","13","2","1","4",2023/09/30
111001036544.00000000000,COLEGIO ANTONIO JOSE URIBE (IED),"8605326310",111001036544.00000000000,ANTONIO JOSE URIBE,A,URBANA,CL 3 # 9 - 70,SANTA BARBARA,2893956 -- 2894401,coldiantoniojoseur3@educacionbogota.edu.co,,,FISICA-INTELECTUAL-MENTAL/PSICOSOCIAL-MULTIPLE-VISUAL,TALENTO EXCEPCIONAL EN ARTES Y LETRAS,AFRODESCENDIENTES-INDIGENAS-NEGRITUDES,,"312","95",LAS CRUCES,"003203","110321","2","9","1","1","5","03","1","1","2","1","4",2023/09/30
111001036544.00000000000,COLEGIO ANTONIO JOSE URIBE (IED),"8605326310",111001015491.00001525879,LOS ANGELES,B,URBANA,CL 3 # 11 B - 40,SAN BERNARDO,"2800433",coldiantoniojoseur3@educacionbogota.edu.co,,,INTELECTUAL,,,,"306","95",LAS CRUCES,"003201","110321","2","9","1","1","5","03","4","13","2","1","4",2023/09/30
111001094901.00000000000,COLEGIO MANUEL ELKIN PATARROYO (IED),"8605324890",111001094901.00000000000,MANUEL ELKIN PATARROYO,A,URBANA,CL 32 A # 3 C - 37,LA PERSEVERANCIA,3383844  --  3383933,cedmanuelelkinpat3@educacionbogota.edu.co,,ARTE Y LENGUAS EXTRANJERAS,AUDITIVA-FISICA-INTELECTUAL-MULTIPLE,"TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE",AFRODESCENDIENTES-INDIGENAS-NEGRITUDES,,"302","92",LA MACARENA,"008104","110311","2","9","1","1","5","03","1","1","2","1","4",2023/09/30
111001100030.00000000000,COLEGIO LA GIRALDA (IED),"9010361414",111001100030.00000000000,COLEGIO LA GIRALDA (IED) - SEDE PRINCIPAL,A,URBANA,AC 1 # 3 - 60,LAS CRUCES,"3371094",sordonez@alianzaeducativa.edu.co,www.alianzaeducativa.edu.co,,AUDITIVA-FISICA-INTELECTUAL-MENTAL/PSICOSOCIAL,"CAPACIDADES EXCEPCIONALES-TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES Y LETRAS-TALENTO EXCEPCIONAL EN LIDERAZGO SOCIAL Y EMPRENDIMIENTO",AFRODESCENDIENTES-INDIGENAS-NEGRITUDES,,"323","95",LAS CRUCES,"003202","110321","2","9","1","1","5","03","1","1","2","2","4",2023/09/30
111001102066.99998474121,COLEGIO AULAS COLOMBIANAS SAN LUIS (IED),"8300380170",111001013242.00000000000,AULAS COLOMBIANAS EL CONSUELO,A,URBANA,KR 11 ESTE # 1 A - 85  --  KR 11 ESTE # 0 - 21,EL CONSUELO,3281041 EXT 102 -- 3283988,escdiaulascolombia3@educacionbogota.edu.co,www.aulascolombianas.edu.co,,FISICA-INTELECTUAL-MENTAL/PSICOSOCIAL-MULTIPLE-VISUAL,,AFRODESCENDIENTES-INDIGENAS-NEGRITUDES,,"314","96",LOURDES,"003208","110321","2","9","1","1","5","03","1","1","7","1","4",2023/09/30
111001102066.99998474121,COLEGIO AULAS COLOMBIANAS SAN LUIS (IED),"8300380170",111001086371.00000000000,SAN LUIS EL DORADO,B,URBANA,CL 1 A BIS # 7 B - 15 ESTE,EL DORADO,"3281041",escdiaulascolombia3@educacionbogota.edu.co,,,-INTELECTUAL-,,,,"309","96",LOURDES,"003209","110321","2","9","1","1","5","03","4","13","2","1","4",2023/09/30
211001027485.00003051758,COLEGIO EL VERJON (IED),"8300406058",211001027485.00003051758,EL VERJON ALTO,A,RURAL,KM 13 VIA CHOACHI,HOYA TEUSACA,"3002066858",escdielverjonbajoe2@educacionbogota.edu.co,,AGROECOLOGICO,AUDITIVA-FISICA-INTELECTUAL-MULTIPLE,,,,"0",UPR 2,CERROS ORIENTALES,SIN SECTOR,"110321","2","9","1","1","5","03","1","1","7","1","4",2023/09/30
311001000328.00000000000,COLEGIO DE MARIA AUXILIADORA,"8600337855",311001000328.00000000000,COLEGIO DE MARIA AUXILIADORA,A,URBANA,KR 13 # 30 - 99,SAN DIEGO,2853381 -- 2459445,casacentral24@yahoo.es,www.mauxicentral.edu.co,,-INTELECTUAL-,-OTRO,,LIBERTAD REGULADA,"0","91",SAGRADO CORAZON,"008108","110311","1","3","1","1","1","03","1","1","4","4","4",2023/09/30
311001007021.00000000000,COLEGIO RAMON B JIMENO,"8999990941",311001007021.00000000000,COLEGIO RAMON B JIMENO,A,URBANA,CL 26 # 2 - 44,,2810727 -- 2812471 -- 2812470,ramonbjimeno@yahoo.com,www.ramonbjimeno.com,,-INTELECTUAL-,,INDIGENAS,LIBERTAD VIGILADA,"0","92",LA MACARENA,"008105","110311","1","13","1","1","5","03","1","1","3","4","4",2023/09/30
311001008540.00000000000,COLEGIO SIGLO XXI,"171364468",311001008540.00000000000,COLEGIO SIGLO XXI,A,URBANA,AC 19 # 6 - 21 PISO 2,VERACRUZ,"3342751",colegiosigloxxi@hotmail.com,www.colegiosigloxxi.tk  --  www.colegiosigloxxi.edu.co,,-INTELECTUAL-PSICOSOCIAL-SORDOCEGUERA-OTRA,,INDIGENAS-NEGRITUDES,LIBERTAD VIGILADA,"0","93",LAS NIEVES,"003109","110321","1","13","1","1","5","03","1","1","3","4","4",2023/09/30
311001008949.00000000000,INSTITUTO SAN BERNARDO DE LA SALLE,"8600099850",311001008949.00000000000,INSTITUTO SAN BERNARDO DE LA SALLE,A,URBANA,CL 2 # 12 - 39,SAN BERNARDO,"2335700",sanbernardo@isblasalle.edu.co - sec_general@isblasalle.edu.co,www.isblasalle.edu.co,,-FISICA-,,,LIBERTAD REGULADA,"0","95",LAS CRUCES,"003201","110321","1","3","1","1","5","03","1","1","2","4","4",2023/09/30
311001010820.00000000000,COLEGIO SAN BARTOLOME LA MERCED,"8600076271",311001010820.00000000000,COLEGIO SAN BARTOLOME LA MERCED,A,URBANA,KR 5 # 33 B - 80,LA MERCED,"3436300",sblmvi@sanbartolo.edu.co - sec_general@correosanbartolo.edu.co  --  sblmvi@correosanbartolo.edu.co,www.sanbartolo.edu.co,,,"-TALENTO EXCEPCIONAL EN ARTES O LETRAS-TALENTO TECNOLOGICO, TALENTO EN CIENCIAS NATURALES, BASICAS O TECNOLOGIA-",INDIGENAS,LIBERTAD REGULADA,"0","91",SAGRADO CORAZON,"008103","110311","1","3","1","3","5","03","1","1","3","4","4",2023/09/30
311001017727.00000000000,COLEGIO DE LAS MERCEDES,"9004287777",311001017727.00000000000,COLEGIO DE LAS MERCEDES,A,URBANA,CL 23 # 13 A - 50,LA ALAMEDA,"3417135",colegiodelasmercedes@hotmail.com,,,,,INDIGENAS,LIBERTAD REGULADA,"0","93",LAS NIEVES,"003101","110311","1","13","1","1","5","03","4","13","2","4","4",2023/09/30
311001024383.00000000000,LICEO MATER DEI,"8913800351",311001024383.00000000000,LICEO MATER DEI,A,URBANA,TV 8 A ESTE # 8 A - 12,JULIO CESAR TURBAY,2337399 -- 2806865,ismds@yahoo.com,,,,,INDIGENAS,LIBERTAD VIGILADA,"0","96",LOURDES,"003215","110321","1","3","1","1","5","03","1","1","2","4","4",2023/09/30
311001026441.00000000000,COLEGIO LOS PINOS (IED),"8300241241",311001026441.00000000000,LOS PINOS,A,URBANA,DG 4 A # 5 B - 93 ESTE,LOS LACHES,"3338313",cedlospinos3@educacionbogota.edu.co,,CIENCIA -- TECNOLOGIA,AUDITIVA-FISICA-INTELECTUAL-MULTIPLE,TALENTO EXCEPCIONAL EN CIENCIAS NATURALES O BASICAS,NEGRITUDES,,"307","96",LOURDES,"003207","110321","2","9","1","1","5","03","1","1","2","1","4",2023/09/30
311001026441.00000000000,COLEGIO LOS PINOS (IED),"8300241241",111001013463.00000000000,EFRAIN CAÑAVERA,B,URBANA,KR 7 ESTE # 5 - 20,LA PEÑA,"2896101",cedlospinos3@educacionbogota.edu.co,,,FISICA-MULTIPLE,TALENTO EXCEPCIONAL EN ARTES Y LETRAS,AFRODESCENDIENTES-INDIGENAS,,"303","96",LOURDES,"003206","110321","2","9","1","1","5","03","1","1","2","1","4",2023/09/30
311001026441.00000000000,COLEGIO LOS PINOS (IED),"8300241241",111001013411.99998474121,EL PAREJO,C,URBANA,CL 9 B # 6 - 27 ESTE,SAN FRANCISCO RURAL,"2867018",cedlospinos3@educacionbogota.edu.co,,,INTELECTUAL-MENTAL/PSICOSOCIAL-MULTIPLE,,,,"304","96",LOURDES,"003105","110321","2","9","1","1","5","03","1","1","2","1","4",2023/09/30
311001035857.00000000000,COLEGIO DE SALERNO,"515894780",311001035857.00000000000,COLEGIO DE SALERNO,A,URBANA,CL 2 B # 5 - 78  --  KR 6 # 2 - 48,LAS CRUCES,2332579 -- 2335560,salerno222@hotmail.com - salerno248@hotmail.com,,,-INTELECTUAL-,,INDIGENAS-NEGRITUDES,REGIMEN CONTROLADO,"0","95",LAS CRUCES,"003202","110321","1","13","1","1","5","03","1","1","2","4","4",2023/09/30
311001038058.00000000000,LICEO BETHESDA,"8600639527",311001038058.00000000000,LICEO BETHESDA,A,URBANA,CL 2 # 9 - 42,LAS CRUCES,5618545 -- 5618546  --  3204051400,itcb@cmb.org.co,www.cmb.org.co,COMERCIAL,,,,LIBERTAD REGULADA,"0","95",LAS CRUCES,"003202","110321","1","3","1","1","5","03","1","1","2","4","4",2023/09/30
311001089345.00000000000,CENTRO EDUCATIVO DE LA A.C.F. JULIA RONCANCIO,"8600582970",311001089345.00000000000,CENTRO EDUCATIVO DE LA A.C.F. JULIA RONCANCIO,A,URBANA,DG 4 # 6 B - 25 ESTE,LOS LACHES,2898595  --  3057519590,centroeducativoacf@hotmail.com,,,-INTELECTUAL-,-TALENTO EXCEPCIONAL EN ARTES O LETRAS-,INDIGENAS,LIBERTAD VIGILADA,"0","96",LOURDES,"003205","110321","1","5","1","1","5","03","4","13","2","4","4",2023/09/30
311001092532.00000000000,CENTRO DE CAPACITACION BOLIVAR - CENCABO,"8001952757",311001092532.00000000000,CENTRO DE CAPACITACION BOLIVAR - CENCABO,A,URBANA,AV CARACAS # 35 - 90,SAGRADO CORAZÓN,3400634 -- 5101910 -- 5101826,cencabobachillerato@gmail.com,www.cencabo.edu.co,,AUDITIVA-FISICA-INTELECTUAL-PSICOSOCIAL-,,INDIGENAS,LIBERTAD REGULADA,"0","91",SAGRADO CORAZON,"008101","110311","1","13","1","2","5","03","1","1","3","4","4",2023/09/30
311001109532.00000000000,COLEGIO CORPORACION IBEROAMERICANA,"9003698148",311001109532.00000000000,COLEGIO CORPORACION IBEROAMERICANA,A,URBANA,CL 20 # 5 - 67,LAS NIEVES,2862384 EXT 139  --  2811943,corpoiber@hotmail.com,,,,,,LIBERTAD VIGILADA,"0","93",LAS NIEVES,"003102","110311","1","5","1","1","5","03","1","1","3","4","4",2023/09/30
311001800332.00000000000,COLEGIO UNIVERSITARIA DE COLOMBIA,"8600435045",311001800332.00000000000,COLEGIO UNIVERSITARIA DE COLOMBIA,A,URBANA,KR 7 # 35 - 72,LA MERCED,2880871  --  2324070,rector@universitariadecolombia.edu.co,,,,-TALENTO EN CIENCIAS SOCIALES O HUMANAS-,INDIGENAS,LIBERTAD VIGILADA,"0","91",SAGRADO CORAZON,"008103","110311","1","15","1","1","5","03","1","1","3","4","4",2023/09/30
311769001757.00000000000,COLEGIO BENPOSTA NACION DE MUCHACHOS,"8600367540",311769001757.00000000000,COLEGIO BENPOSTA NACION DE MUCHACHOS,A,URBANA,KM 4 VIA A CHOACHI,JULIO CESAR TURBAY,3213656834  --  5607505  --  3344827  --  2840711,colben6@yahoo.com,,,-PSICOSOCIAL-,-OTRO-,INDIGENAS-NEGRITUDES,LIBERTAD VIGILADA,"0","96",LOURDES,"003215","110321","1","8","1","1","5","03","1","1","2","4","4",2023/09/30
111001000352.99998474121,COLEGIO SALESIANO JUAN DEL RIZZO,"8600080100",111001000352.99998474121,COLEGIO SALESIANO JUAN DEL RIZZO,A,URBANA,KR 6 # 27 - 19 SUR,S.C. 20 DE JULIO,2397516  --  3204431940  --  2062963  --  3725555,juandelrizzo@ninojesus20dejulio.org  --  rectoriacsjr@gmail.com  --  gestiondecalidad@ninojesus20dejulio.org,www.salesianojuandelrizzo.edu.co,,-MULTIPLE-,"CAPACIDADES EXCEPCIONALES-TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES O LETRAS-TALENTO TECNOLOGICO, TALENTO EN CIENCIAS NATURALES, BASICAS O TECNOLOGIA-",NEGRITUDES,LIBERTAD REGULADA,"0","34",20 DE JULIO,"001405","110421","1","3","1","1","5","04","1","1","3","4","4",2023/09/30
111001011975.00000000000,COLEGIO GRAN COLOMBIA (CED),"8320020663",111001011975.00000000000,GRAN COLOMBIA,A,URBANA,KR 19A ESTE # 9A-26 SUR  --  KR 22 ESTE # 11 - 14 SUR,GRAN COLOMBIA,"3335055",cedgrancolombia4@educacionbogota.edu.co  --  cedgrancolombia4@gmail.com,,,,,,,"427","32",SAN BLAS,"001104","110411","2","9","1","1","5","04","4","13","1","1","4",2023/09/30
111001012033.00000000000,COLEGIO VEINTE DE JULIO (IED),"8300246946",111001012033.00000000000,VEINTE DE JULIO,A,URBANA,KR 7 A  # 24 - 01 SUR  --  KR 7 # 24 - 01 SUR,S.C. 20 DE JULIO,"3660830",cedveintedejulio4@educacionbogota.edu.co,,,AUDITIVA-FISICA-INTELECTUAL-MENTAL/PSICOSOCIAL-MULTIPLE,"CAPACIDADES EXCEPCIONALES-TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES Y LETRAS",AFRODESCENDIENTES-INDIGENAS-NEGRITUDES-PALENQUEROS,,"461","34",20 DE JULIO,"001405","110421","2","9","1","1","5","04","1","1","7","1","4",2023/09/30
111001012246.00000000000,COLEGIO PANTALEON GAITAN PEREZ (CED),"8300619955",111001012246.00000000000,PANTALEON GAITAN PEREZ,A,URBANA,KR 18 ESTE # 13 - 42 SUR,TIVAQUE,"2466284",cedpantaleongaita4@educacionbogota.edu.co,www.pantaleongaitan.jimdo.com,,FISICA-MENTAL/PSICOSOCIAL-MULTIPLE,CAPACIDADES EXCEPCIONALES,AFRODESCENDIENTES,,"445","32",SAN BLAS,"001108","110411","2","9","1","1","5","04","4","13","1","1","4",2023/09/30
111001012301.00000000000,COLEGIO SAN JOSE SUR ORIENTAL (IED),"8300353694",111001012301.00000000000,SAN JOSE SUR ORIENTAL,A,URBANA,CL 42 SUR # 12 A - 66 ESTE,SAN JOSE SURORIENTAL,3644229 -- 3644230 -- 3644231,escdisanjosesurori4@educacionbogota.edu.co,www.sanjosesuro.webs.com,,INTELECTUAL,CAPACIDADES EXCEPCIONALES-TALENTO EXCEPCIONAL EN ARTES Y LETRAS-TALENTO EXCEPCIONAL EN TECNOLOGIA,AFRODESCENDIENTES-INDIGENAS-NEGRITUDES,,"452","50",LA GLORIA,"001327","110431","2","9","1","1","5","04","1","1","2","1","4",2023/09/30
111001012334.99998474121,COLEGIO JUANA ESCOBAR (IED),"8301041711",111001012334.99998474121,JUANA ESCOBAR,A,URBANA,KR 15 A ESTE # 57 A - 16 SUR,SAN RAFAEL USME,"3652789",cedbasyjuanaescob4@educacionbogota.edu.co,www.colegiojuanaescobaried.edu.co,,FISICA-INTELECTUAL-MENTAL/PSICOSOCIAL-MULTIPLE,TALENTO EXCEPCIONAL EN LIDERAZGO SOCIAL Y EMPRENDIMIENTO,AFRODESCENDIENTES-INDIGENAS-NEGRITUDES,,"435","51",LOS LIBERTADORES,"001322","110441","2","9","1","1","5","04","1","1","2","1","4",2023/09/30
111001012334.99998474121,COLEGIO JUANA ESCOBAR (IED),"8301041711",111001086576.00000000000,SAN LUIS SURORIENTAL,B,URBANA,KR 12 ESTE # 57 - 50 SUR,LOS LIBERTADORES,3652789 -- 3652002,cedbasyjuanaescob4@educacionbogota.edu.co,www.colegiojuanaescobaried.edu.co,,INTELECTUAL-MULTIPLE,,AFRODESCENDIENTES-INDIGENAS-NEGRITUDES,,"453","51",LOS LIBERTADORES,"001323","110441","2","9","1","1","5","04","4","13","2","1","4",2023/09/30
111001012334.99998474121,COLEGIO JUANA ESCOBAR (IED),"8301041711",111001014184.00000000000,REPUBLICA DE CANADA II,C,URBANA,KR 12 C ESTE # 57 A - 00 SUR,EL PINAR,3676310 -- 3644239 -- 3659780,cedbasyjuanaescob4@educacionbogota.edu.co,www.colegiojuanaescobaried.edu.co,,FISICA-INTELECTUAL-MULTIPLE,"TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE",AFRODESCENDIENTES,,"449","51",LOS LIBERTADORES,"001324","110441","2","9","1","1","5","04","4","13","2","1","4",2023/09/30
111001012475.00000000000,COLEGIO AGUAS CLARAS (CED),"8300375589",111001012475.00000000000,AGUAS CLARAS,A,RURAL,CL 14 SUR # 25 - 11 ESTE,AGUAS CLARAS,3283369 -- 3332857,cedaguasclaras4@educacionbogota.edu.co  --  cedaguasclaras4@gmail.com,,,INTELECTUAL,"TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN CIENCIAS SOCIALES O HUMANAS",,,"412",UPR 2,CERROS ORIENTALES,"101306","110411","2","9","1","1","5","04","4","13","1","1","4",2023/09/30
111001014168.00001525879,COLEGIO ALTAMIRA SUR ORIENTAL (IED),"8301103362",111001014168.00001525879,ALTAMIRA SUR ORIENTAL,A,URBANA,CL 42 A SUR # 12 A - 27 ESTE,ALTAMIRA,2068596 -- 3672172,escdialtamirasuror4@educacionbogota.edu.co  --  altamirasuroriental@gmail.com,www.altamirasuroriental.edu.co,,FISICA-INTELECTUAL-MENTAL/PSICOSOCIAL,CAPACIDADES EXCEPCIONALES,AFRODESCENDIENTES-INDIGENAS-NEGRITUDES,,"414","50",LA GLORIA,"001315","110431","2","9","1","1","5","04","1","1","2","1","4",2023/09/30
111001014168.00001525879,COLEGIO ALTAMIRA SUR ORIENTAL (IED),"8301103362",111001014192.00000000000,NUEVA GLORIA,B,URBANA,DG 47 SUR # 12 A - 23 ESTE,NUEVA GLORIA,3633499 -- 3719669,escdialtamirasuror4@educacionbogota.edu.co  --  altamirasuroriental@gmail.com,www.altamirasuroriental.edu.co,,AUDITIVA-FISICA-INTELECTUAL-MULTIPLE,TALENTO EXCEPCIONAL EN ARTES Y LETRAS-TALENTO EXCEPCIONAL EN LIDERAZGO SOCIAL Y EMPRENDIMIENTO,AFRODESCENDIENTES-NEGRITUDES,,"438","51",LOS LIBERTADORES,"001320","110441","2","9","1","1","5","04","4","13","2","1","4",2023/09/30
