X,Y,ORDEN_DE_S,EMAIL,WEB,Fecha,COLEGIO_SE,P_Puntaje_,EVALUADOS,COD_DANE12,P_Lectura,P_Matemati,P_Sociales,P_Ciencias,P_Ingles,Sector,CALENDARIO,GENERO,COD_LOCA,NATU_JUR,CLASE_TIPO,Ciencias_N,Ciencias_1,Ciencias_2,Ciencias_3,Ingles_A,Ingles_A1,Ingles_A2,Ingles_B1,Ingles_B,Lectura_1,Lectura_2,Lectura_3,Lectura_4,Matematica,Matemati_1,Matemati_2,Matemati_3,SocialC_1,SocialC_2,SocialC_3,SocialC_4,PCiencias_,PCiencias1,PCiencia_1,PCiencia_2,PIngles_A1,PIngles_A2,PIngles_B1,PIngles_A,PIngles_B,PLectura_1,PLectura_2,PLectura_3,PLectura_4,PMatematic,PMatemat_1,PMatemat_2,PMatemat_3,PSocialC_1,PSocialC_2,PSocialC_3,PSocialC_4,Categoria
-8258085.8782,516624.531399999,A,cedelporvenir7@educacionbogota.edu.co,,2021/12/31,COLEGIO EL PORVENIR (IED),256.28400120000,263,211102000243.00000000000,54,51,50,50,50,2,1,5,07,9,1,43,167,56,5,100,116,40,11,5,3,83,153,32,13,113,132,11,48,135,83,3,0.15985130100,0.62081784400,0.20817843900,0.01858736100,0.43122676600,0.14869888500,0.04089219300,0.37174721200,0.01858736100,0.01115241600,0.30855018600,0.56877323400,0.11895910800,0.04832713800,0.42007434900,0.49070632000,0.04089219300,0.17843866200,0.50185873600,0.30855018600,0.01115241600,3
-8258624.6468,515138.9199,A,cedbosanova7@educacionbogota.edu.co,,2021/12/31,COLEGIO BOSANOVA (IED),245.29914530000,99,211102000995.00000000000,52,48,47,48,51,2,1,5,07,9,1,21,63,15,0,30,45,23,1,0,2,45,48,4,7,51,41,0,26,49,24,0,0.21212121200,0.63636363600,0.15151515200,0.00000000000,0.45454545500,0.23232323200,0.01010101000,0.30303030300,0.00000000000,0.02020202000,0.45454545500,0.48484848500,0.04040404000,0.07070707100,0.51515151500,0.41414141400,0.00000000000,0.26262626300,0.49494949500,0.24242424200,0.00000000000,3
-8259356.726,514980.985199999,A,colegiomixtovillacarolina@yahoo.es,,2021/12/31,COLEGIO MIXTO VILLA CAROLINA,254.61538460000,26,311001000387.00000000000,54,51,49,50,50,1,1,5,07,13,4,4,13,8,1,11,10,5,0,0,1,7,14,4,1,9,16,0,7,11,7,1,0.15384615400,0.50000000000,0.30769230800,0.03846153800,0.38461538500,0.19230769200,0.00000000000,0.42307692300,0.00000000000,0.03846153800,0.26923076900,0.53846153800,0.15384615400,0.03846153800,0.34615384600,0.61538461500,0.00000000000,0.26923076900,0.42307692300,0.26923076900,0.03846153800,3
-8259287.6044,515300.074499998,A,liceoleo1@gmail.com  --  liceoleo01@gmail.com,www.liceoleo.com,2021/12/31,LICEO CULTURAL LUIS ENRIQUE OSORIO,255.76923080000,83,311001000921.00000000000,54,54,47,50,50,1,1,5,07,13,4,9,55,19,0,34,28,16,5,0,0,27,49,7,1,25,56,1,20,46,17,0,0.10843373500,0.66265060200,0.22891566300,0.00000000000,0.33734939800,0.19277108400,0.06024096400,0.40963855400,0.00000000000,0.00000000000,0.32530120500,0.59036144600,0.08433734900,0.01204819300,0.30120481900,0.67469879500,0.01204819300,0.24096385500,0.55421686700,0.20481927700,0.00000000000,3
-8260029.8483,516813.971500002,A,liceo_ciudad_capital@hotmail.com - luzma74@hotmail.com - liceociudadcapital7@yahoo.es - liceociudadcapital@yahoo.es,www.liceociudadcapital.edu.co,2021/12/31,LICEO CIUDAD CAPITAL,271.53846150000,51,311001032637.00000000000,57,55,51,54,55,1,1,5,07,15,4,3,30,20,1,15,19,13,8,0,1,11,34,9,1,17,35,1,10,23,19,2,0.05555555600,0.55555555600,0.37037037000,0.01851851900,0.35185185200,0.24074074100,0.14814814800,0.27777777800,0.00000000000,0.01851851900,0.20370370400,0.62962963000,0.16666666700,0.01851851900,0.31481481500,0.64814814800,0.01851851900,0.18518518500,0.42592592600,0.35185185200,0.03703703700,3
-8255600.8031,512747.4573,A,cbru@etb.net.co - bilinguereinounido@hotmail.com - jennys_8915@hotmail.com,www.colreinounido.com  --  www.colegiobilinguereinounido.edu.co,2021/12/31,COLEGIO BILINGUE REINO UNIDO,291.92307690000,43,311001035300.00000000000,60,59,56,56,66,1,1,5,07,13,4,2,16,25,0,0,9,15,16,3,1,2,30,10,1,5,33,4,1,19,23,0,0.04651162800,0.37209302300,0.58139534900,0.00000000000,0.20930232600,0.34883720900,0.37209302300,0.00000000000,0.06976744200,0.02325581400,0.04651162800,0.69767441900,0.23255814000,0.02325581400,0.11627907000,0.76744186000,0.09302325600,0.02325581400,0.44186046500,0.53488372100,0.00000000000,2
-8255446.1124,512890.4769,A,gsantarocio@gmail.com,www.gimnasiosantarocio.com  --  www.gsantarocio.du.co,2021/12/31,GIMNASIO SANTA ROCIO,287.30769230000,78,311001035318.00000000000,60,58,55,56,60,1,1,5,07,13,4,3,37,35,5,5,30,26,17,2,1,10,44,26,0,17,57,7,10,29,35,7,0.03750000000,0.46250000000,0.43750000000,0.06250000000,0.37500000000,0.32500000000,0.21250000000,0.06250000000,0.02500000000,0.01250000000,0.12500000000,0.55000000000,0.32500000000,0.00000000000,0.21250000000,0.71250000000,0.08750000000,0.12500000000,0.36250000000,0.43750000000,0.08750000000,2
-8258125.99,512729.52,A,colandres@hotmail.com,,2021/12/31,COLEGIO ANDRES ROSILLO,280.00000000000,36,311001036292.00000000000,56,58,55,54,59,1,1,5,07,13,4,1,19,15,1,7,11,11,4,3,1,12,14,9,0,7,25,4,4,15,14,3,0.02777777800,0.52777777800,0.41666666700,0.02777777800,0.30555555600,0.30555555600,0.11111111100,0.19444444400,0.08333333300,0.02777777800,0.33333333300,0.38888888900,0.25000000000,0.00000000000,0.19444444400,0.69444444400,0.11111111100,0.11111111100,0.41666666700,0.38888888900,0.08333333300,2
-8255968.2019,512732.144699998,A,liceodeoxford@hotmail.com,,2021/12/31,LICEO DE OXFORD,253.46153850000,30,311001041067.00000000000,54,52,46,50,53,1,1,5,07,15,4,0,25,5,0,5,19,5,1,0,0,9,19,2,2,11,15,2,11,14,4,1,0.00000000000,0.83333333300,0.16666666700,0.00000000000,0.63333333300,0.16666666700,0.03333333300,0.16666666700,0.00000000000,0.00000000000,0.30000000000,0.63333333300,0.06666666700,0.06666666700,0.36666666700,0.50000000000,0.06666666700,0.36666666700,0.46666666700,0.13333333300,0.03333333300,2
-8257602.6047,513663.235399999,A,iamutis@hotmail.com - ulnacho10@hotmail.com,www.institutoalvaromutis.jimdo.com,2021/12/31,INSTITUTO ALVARO MUTIS,266.15384620000,29,311001042829.00000000000,56,54,51,52,53,1,1,5,07,15,4,2,17,10,0,8,13,5,3,0,0,8,17,4,1,12,14,2,5,15,7,2,0.06896551700,0.58620689700,0.34482758600,0.00000000000,0.44827586200,0.17241379300,0.10344827600,0.27586206900,0.00000000000,0.00000000000,0.27586206900,0.58620689700,0.13793103400,0.03448275900,0.41379310300,0.48275862100,0.06896551700,0.17241379300,0.51724137900,0.24137931000,0.06896551700,3
-8259033.3529,515560.272500001,A,colegiomixtoltda@hotmail.com,www.colegiomixtociudadanosdelfuturoltda.edu.co,2021/12/31,COLEGIO MIXTO CIUDADANOS DEL FUTURO SAS,276.15384620000,161,311001045011.00000000000,57,56,54,54,55,1,1,5,07,15,4,10,78,70,3,36,63,41,19,3,3,29,102,28,5,41,105,11,18,76,63,6,0.06172839500,0.48148148100,0.43209876500,0.01851851900,0.38888888900,0.25308642000,0.11728395100,0.22222222200,0.01851851900,0.01851851900,0.17901234600,0.62962963000,0.17283950600,0.03086419800,0.25308642000,0.64814814800,0.06790123500,0.11111111100,0.46913580200,0.38888888900,0.03703703700,2
-8257712.6552,513018.458,A,miguelasturias@hotmail.com - mligia298@hotmail.com,http://miguelangelasturias.edu.gt  --  www.COLEGIOMIGUELANGELASTURIAS.EDU.CO,2021/12/31,COLEGIO MIGUEL ANGEL ASTURIAS,253.46153850000,38,311001046239.00000000000,54,50,49,50,50,1,1,5,07,15,4,7,24,8,0,17,14,10,0,0,1,13,22,4,4,16,19,1,7,24,7,1,0.17500000000,0.60000000000,0.20000000000,0.00000000000,0.35000000000,0.25000000000,0.00000000000,0.42500000000,0.00000000000,0.02500000000,0.32500000000,0.55000000000,0.10000000000,0.10000000000,0.40000000000,0.47500000000,0.02500000000,0.17500000000,0.60000000000,0.17500000000,0.02500000000,2
-8257774.2004,512742.888099998,A,int_coljap@hotmail.com,,2021/12/31,COLEGIO COLOMBO JAPONES,236.15384620000,3,311001065039.00000000000,52,42,44,49,53,1,1,5,07,15,5,0,11,0,0,0,11,0,0,0,0,0,11,0,0,11,0,0,4,7,0,0,0.00000000000,1.00000000000,0.00000000000,0.00000000000,1.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,1.00000000000,0.00000000000,0.00000000000,1.00000000000,0.00000000000,0.00000000000,0.36363636400,0.63636363600,0.00000000000,0.00000000000,5
-8258412.8659,513842.979400001,A,colegiojoseortegaygasset@hotmail.com,,2021/12/31,COLEGIO JOSE ORTEGA Y GASSET,289.61538460000,23,311001065098.00000000000,61,58,56,55,63,1,1,5,07,15,4,1,9,12,1,0,3,14,6,0,0,1,17,5,1,1,20,1,0,12,10,1,0.04347826100,0.39130434800,0.52173913000,0.04347826100,0.13043478300,0.60869565200,0.26086956500,0.00000000000,0.00000000000,0.00000000000,0.04347826100,0.73913043500,0.21739130400,0.04347826100,0.04347826100,0.86956521700,0.04347826100,0.00000000000,0.52173913000,0.43478260900,0.04347826100,1
-8254887.9509,512624.309,A,comunidadfuturista@yahoo.com,,2021/12/31,COLEGIO PSICOPEDAGOGICO EL FUTURO DE VILLA DEL RIO,310.00000000000,39,311001087555.00000000000,62,63,61,60,68,1,1,5,07,13,4,0,9,25,5,0,8,14,11,6,0,5,16,18,0,1,32,6,2,8,23,6,0.00000000000,0.23076923100,0.64102564100,0.12820512800,0.20512820500,0.35897435900,0.28205128200,0.00000000000,0.15384615400,0.00000000000,0.12820512800,0.41025641000,0.46153846200,0.00000000000,0.02564102600,0.82051282100,0.15384615400,0.05128205100,0.20512820500,0.58974359000,0.15384615400,1
-8258646.8205,515929.499200001,A,colportada@hotmail.com -- m.h.pineda@hotmail.com,,2021/12/31,INSTITUTO ACADEMICO LA PORTADA,264.61538460000,25,311001087636.00000000000,56,53,50,52,55,1,1,5,07,13,4,1,16,9,0,5,11,5,3,1,0,6,18,2,1,11,14,0,4,17,4,1,0.03846153800,0.61538461500,0.34615384600,0.00000000000,0.42307692300,0.19230769200,0.11538461500,0.19230769200,0.03846153800,0.00000000000,0.23076923100,0.69230769200,0.07692307700,0.03846153800,0.42307692300,0.53846153800,0.00000000000,0.15384615400,0.65384615400,0.15384615400,0.03846153800,4
-8259704.2755,513465.562100001,A,gimnasio_caceres@hotmail.com - gimnasio_caceres@yahoo.com  --  colegio@gimnasiocaceres.edu.co,www.gimnasiocaceres.edu.co,2021/12/31,GIMNASIO CACERES,250.00000000000,31,311001088314.00000000000,54,48,48,49,53,1,1,5,07,13,4,7,17,7,0,9,14,4,4,0,1,13,13,4,1,19,11,0,9,13,7,2,0.22580645200,0.54838709700,0.22580645200,0.00000000000,0.45161290300,0.12903225800,0.12903225800,0.29032258100,0.00000000000,0.03225806500,0.41935483900,0.41935483900,0.12903225800,0.03225806500,0.61290322600,0.35483871000,0.00000000000,0.29032258100,0.41935483900,0.22580645200,0.06451612900,3
-8259917.3087,513089.571600001,A,marbosa1@yahoo.es,,2021/12/31,INSTITUTO TECNICO COMERCIAL MARMATOS,267.30769230000,11,311001089191.00000000000,57,55,52,52,47,1,1,5,07,15,4,0,8,2,1,6,4,0,1,0,0,4,6,1,0,4,6,1,1,8,1,1,0.00000000000,0.72727272700,0.18181818200,0.09090909100,0.36363636400,0.00000000000,0.09090909100,0.54545454500,0.00000000000,0.00000000000,0.36363636400,0.54545454500,0.09090909100,0.00000000000,0.36363636400,0.54545454500,0.09090909100,0.09090909100,0.72727272700,0.09090909100,0.09090909100,2
-8259094.2302,515316.0306,A,liceocentauros@gmail.com,,2021/12/31,LICEO MIXTO LOS CENTAUROS,283.46153850000,19,311001090637.00000000000,62,57,52,56,56,1,1,5,07,13,4,0,8,10,1,2,10,4,3,0,0,1,14,4,0,5,13,1,1,9,9,0,0.00000000000,0.42105263200,0.52631578900,0.05263157900,0.52631578900,0.21052631600,0.15789473700,0.10526315800,0.00000000000,0.00000000000,0.05263157900,0.73684210500,0.21052631600,0.00000000000,0.26315789500,0.68421052600,0.05263157900,0.05263157900,0.47368421100,0.47368421100,0.00000000000,2
-8259932.0163,515068.741900001,A,institutolaberintodelacultura@gmail.com - academic.coord.ils@gmail.com,,2021/12/31,INSTITUTO LABERINTO DE LA CULTURA,271.92307690000,6,311001090718.00000000000,56,56,51,53,59,1,1,5,07,13,4,0,4,2,0,0,3,2,1,0,0,2,3,1,0,2,4,0,0,4,2,0,0.00000000000,0.66666666700,0.33333333300,0.00000000000,0.50000000000,0.33333333300,0.16666666700,0.00000000000,0.00000000000,0.00000000000,0.33333333300,0.50000000000,0.16666666700,0.00000000000,0.33333333300,0.66666666700,0.00000000000,0.00000000000,0.66666666700,0.33333333300,0.00000000000,2
-8257624.0448,512950.713599999,A,eduincantor227@hotmail.com - johncantor271@hotmail.com  --  secretariageneralesb@hotmail.com,,2021/12/31,CENTRO EDUCATIVO EXTERNADO SIMON BOLIVAR,232.13745270000,61,311001091846.00000000000,50,46,44,45,47,1,1,5,07,15,4,3,9,0,0,5,6,1,0,0,1,3,8,0,1,6,5,0,5,5,2,0,0.25000000000,0.75000000000,0.00000000000,0.00000000000,0.50000000000,0.08333333300,0.00000000000,0.41666666700,0.00000000000,0.08333333300,0.25000000000,0.66666666700,0.00000000000,0.08333333300,0.50000000000,0.41666666700,0.00000000000,0.41666666700,0.41666666700,0.16666666700,0.00000000000,4
-8257374.9074,515683.496599998,A,liceoelcarmelo40@yahoo.es,,2021/12/31,LICEO PSICOPEDAGOGICO EL CARMELO,230.00000000000,34,311001096171.00000000000,50,47,42,45,46,1,1,5,07,13,4,2,8,0,0,5,2,3,0,0,0,3,6,1,1,3,6,0,4,3,3,0,0.20000000000,0.80000000000,0.00000000000,0.00000000000,0.20000000000,0.30000000000,0.00000000000,0.50000000000,0.00000000000,0.00000000000,0.30000000000,0.60000000000,0.10000000000,0.10000000000,0.30000000000,0.60000000000,0.00000000000,0.40000000000,0.30000000000,0.30000000000,0.00000000000,5
-8259697.6231,515110.6129,A,liceolopezosorio@hotmail.com,,2021/12/31,LICEO CULTURAL LOPEZ OSORIO,248.84615380000,87,311001096414.00000000000,53,50,48,48,50,1,1,5,07,13,4,15,54,18,0,31,40,13,3,0,2,34,43,8,6,45,35,1,22,45,19,1,0.17241379300,0.62068965500,0.20689655200,0.00000000000,0.45977011500,0.14942528700,0.03448275900,0.35632183900,0.00000000000,0.02298850600,0.39080459800,0.49425287400,0.09195402300,0.06896551700,0.51724137900,0.40229885100,0.01149425300,0.25287356300,0.51724137900,0.21839080500,0.01149425300,4
-8260233.7722,513843.1952,A,liceoernestocardenal@hotmail.com - liceoernesto.cardenal@gmail.com,www.liceoernestocardenal.edu.co,2021/12/31,LICEO ERNESTO CARDENAL,259.23076920000,58,311001097615.00000000000,56,52,50,49,53,1,1,5,07,13,4,9,33,16,0,18,25,10,4,1,0,14,37,7,2,22,34,0,13,24,21,0,0.15517241400,0.56896551700,0.27586206900,0.00000000000,0.43103448300,0.17241379300,0.06896551700,0.31034482800,0.01724137900,0.00000000000,0.24137931000,0.63793103400,0.12068965500,0.03448275900,0.37931034500,0.58620689700,0.00000000000,0.22413793100,0.41379310300,0.36206896600,0.00000000000,3
-8258471.8663,515842.694800001,A,"horizontes99@gmail.com; mendez-diana@hotmail.com",www.liceonuevoshorizontes.edu.co,2021/12/31,LICEO NUEVOS HORIZONTES,292.30769230000,29,311001097640.00000000000,62,59,56,57,58,1,1,5,07,13,4,0,15,13,1,4,11,10,3,1,0,4,16,9,0,2,26,1,0,14,14,1,0.00000000000,0.51724137900,0.44827586200,0.03448275900,0.37931034500,0.34482758600,0.10344827600,0.13793103400,0.03448275900,0.00000000000,0.13793103400,0.55172413800,0.31034482800,0.00000000000,0.06896551700,0.89655172400,0.03448275900,0.00000000000,0.48275862100,0.48275862100,0.03448275900,2
-8260576.0118,514094.227600001,A,elviristo@yahoo.com,www.liceomanuelelkin.edu.co,2021/12/31,LICEO MANUEL ELKIN PATARROYO,304.23076920000,26,311001097658.00000000000,62,63,60,59,59,1,1,5,07,13,4,0,7,18,1,3,7,12,4,0,0,2,16,8,0,2,18,6,1,8,13,4,0.00000000000,0.26923076900,0.69230769200,0.03846153800,0.26923076900,0.46153846200,0.15384615400,0.11538461500,0.00000000000,0.00000000000,0.07692307700,0.61538461500,0.30769230800,0.00000000000,0.07692307700,0.69230769200,0.23076923100,0.03846153800,0.30769230800,0.50000000000,0.15384615400,2
-8258879.8111,515779.863699999,A,liceoctaviopaz@gmail.com,www.liceooctaviopaz.edu.co,2021/12/31,LICEO OCTAVIO PAZ,272.30769230000,19,311001097674.00000000000,57,53,55,53,54,1,1,5,07,15,4,0,12,7,0,4,7,6,2,0,0,5,13,1,0,6,12,1,2,8,8,1,0.00000000000,0.63157894700,0.36842105300,0.00000000000,0.36842105300,0.31578947400,0.10526315800,0.21052631600,0.00000000000,0.00000000000,0.26315789500,0.68421052600,0.05263157900,0.00000000000,0.31578947400,0.63157894700,0.05263157900,0.10526315800,0.42105263200,0.42105263200,0.05263157900,3
-8257793.7804,515440.192400001,A,colegio.chicala@colsubsidio.com,www.colsubsidio.com,2021/12/31,COLEGIO COLSUBSIDIO CHICALA,303.84615380000,150,311001102783.00000000000,63,61,60,58,64,1,1,5,07,2,4,5,44,93,9,8,32,59,44,11,0,11,74,66,2,20,110,21,3,47,87,14,0.03333333300,0.29333333300,0.62000000000,0.06000000000,0.21333333300,0.39333333300,0.29333333300,0.05333333300,0.07333333300,0.00000000000,0.07333333300,0.49333333300,0.44000000000,0.01333333300,0.13333333300,0.73333333300,0.14000000000,0.02000000000,0.31333333300,0.58000000000,0.09333333300,1
-8257452.0874,515798.8292,A,colegiofrancisco1@outlook.com,www.colegiofranciscoprimero.edu.co,2021/12/31,COLEGIO FRANCISCO I,271.92307690000,24,311001104832.00000000000,57,55,52,53,56,1,1,5,07,13,4,3,11,9,1,2,12,7,3,0,0,4,18,2,0,7,15,2,2,14,8,0,0.12500000000,0.45833333300,0.37500000000,0.04166666700,0.50000000000,0.29166666700,0.12500000000,0.08333333300,0.00000000000,0.00000000000,0.16666666700,0.75000000000,0.08333333300,0.00000000000,0.29166666700,0.62500000000,0.08333333300,0.08333333300,0.58333333300,0.33333333300,0.00000000000,2
-8259253.387,514053.879900001,A,colegioinetec@yahoo.com - brujalore@yahoo.com,,2021/12/31,COLEGIO INETEC,221.15384620000,30,311001104841.00000000000,47,46,41,43,44,1,1,5,07,13,4,2,4,0,0,6,0,0,0,0,0,5,1,0,1,3,2,0,3,3,0,0,0.33333333300,0.66666666700,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,1.00000000000,0.00000000000,0.00000000000,0.83333333300,0.16666666700,0.00000000000,0.16666666700,0.50000000000,0.33333333300,0.00000000000,0.50000000000,0.50000000000,0.00000000000,0.00000000000,5
-8257661.2423,515550.337299999,A,licbetania@yahoo.com,,2021/12/31,LICEO MODERNO BETANIA,259.23076920000,40,311001107165.00000000000,54,53,50,50,53,1,1,5,07,13,4,3,27,10,0,10,19,8,3,0,2,11,21,6,0,16,23,1,6,24,10,0,0.07500000000,0.67500000000,0.25000000000,0.00000000000,0.47500000000,0.20000000000,0.07500000000,0.25000000000,0.00000000000,0.05000000000,0.27500000000,0.52500000000,0.15000000000,0.00000000000,0.40000000000,0.57500000000,0.02500000000,0.15000000000,0.60000000000,0.25000000000,0.00000000000,2
-8259383.3169,515977.134500001,A,gra1250@gmail.com,www.gimnasiorealamericano.edu.co  --  www.gra.edu.co,2021/12/31,GIMNASIO REAL AMERICANO,283.07692310000,116,311001108340.00000000000,60,58,54,54,58,1,1,5,07,15,4,5,61,50,2,19,33,44,22,0,0,13,73,32,0,22,90,6,17,47,50,5,0.04237288100,0.51694915300,0.42372881400,0.01694915300,0.27966101700,0.37288135600,0.18644067800,0.16101694900,0.00000000000,0.00000000000,0.11016949200,0.61864406800,0.27118644100,0.00000000000,0.18644067800,0.76271186400,0.05084745800,0.14406779700,0.39830508500,0.42372881400,0.04237288100,2
-8258539.8992,513199.429200001,A,bosacolegio@institutotecnisistemas.com,www.institutotecnisistemas.com,2021/12/31,COLEGIO TECNISISTEMAS SEDE BOSA,238.84615380000,45,311001109923.00000000000,52,46,46,47,48,1,1,5,07,15,4,1,3,1,0,3,0,3,0,0,0,3,1,1,1,1,3,0,1,3,1,0,0.20000000000,0.60000000000,0.20000000000,0.00000000000,0.00000000000,0.60000000000,0.00000000000,0.60000000000,0.00000000000,0.00000000000,0.60000000000,0.20000000000,0.20000000000,0.20000000000,0.20000000000,0.60000000000,0.00000000000,0.20000000000,0.60000000000,0.20000000000,0.00000000000,4
-8259759.3352,515824.534499999,A,fundacionfedi@gmail.com - fundescofundacion@gmail.com,www.fundacioneducativafedi.com,2021/12/31,FUNDACION EDUCATIVA PARA EL DESARROLLO INTEGRAL - FEDI,227.69230770000,26,311001110042.00000000000,48,45,44,45,46,1,1,5,07,13,4,3,2,1,0,5,1,0,0,0,1,4,1,0,2,3,1,0,5,1,0,0,0.50000000000,0.33333333300,0.16666666700,0.00000000000,0.16666666700,0.00000000000,0.00000000000,0.83333333300,0.00000000000,0.16666666700,0.66666666700,0.16666666700,0.00000000000,0.33333333300,0.50000000000,0.16666666700,0.00000000000,0.83333333300,0.16666666700,0.00000000000,0.00000000000,5
-8257498.8672,516027.154300001,A,liceocentralamericas@hotmail.com,,2021/12/31,LICEO CENTRAL AMERICAS,247.69230770000,25,311001110662.00000000000,55,49,47,48,47,1,1,5,07,13,4,4,17,4,0,13,8,4,0,0,1,7,13,4,2,11,11,1,8,12,4,1,0.16000000000,0.68000000000,0.16000000000,0.00000000000,0.32000000000,0.16000000000,0.00000000000,0.52000000000,0.00000000000,0.04000000000,0.28000000000,0.52000000000,0.16000000000,0.08000000000,0.44000000000,0.44000000000,0.04000000000,0.32000000000,0.48000000000,0.16000000000,0.04000000000,3
-8258160.9098,513749.568300001,A,colibertador@hotmail.com -- colibertador@yahoo.com,www.colegioellibertador.edu.co  --  www.colegioclaretianoellibertador.edu.co,2021/12/31,COLEGIO CLARETIANO EL LIBERTADOR,261.15384620000,39,311102000086.00000000000,53,55,48,52,55,1,1,5,07,3,4,3,24,12,0,6,16,13,4,0,1,16,18,4,0,10,27,2,9,23,6,1,0.07692307700,0.61538461500,0.30769230800,0.00000000000,0.41025641000,0.33333333300,0.10256410300,0.15384615400,0.00000000000,0.02564102600,0.41025641000,0.46153846200,0.10256410300,0.00000000000,0.25641025600,0.69230769200,0.05128205100,0.23076923100,0.58974359000,0.15384615400,0.02564102600,2
-8258425.3248,513499.052200001,A,rectoria@colegionazareth.edu.co -- secretaria@colegionazareth.edu.co,www.colegionazareth.edu.co,2021/12/31,COLEGIO NUESTRA SEÑORA DE NAZARETH,291.15384620000,48,311102000124.00000000000,61,58,57,56,61,1,1,5,07,3,4,3,16,28,1,4,12,19,12,1,0,6,27,15,0,12,33,3,3,19,22,4,0.06250000000,0.33333333300,0.58333333300,0.02083333300,0.25000000000,0.39583333300,0.25000000000,0.08333333300,0.02083333300,0.00000000000,0.12500000000,0.56250000000,0.31250000000,0.00000000000,0.25000000000,0.68750000000,0.06250000000,0.06250000000,0.39583333300,0.45833333300,0.08333333300,2
-8258394.4392,513739.502,A,administracion@incodema.edu.co - claraisa57@hotmail.com  --  auxiliarincodema@gmail.com,www.incodema.edu.co,2021/12/31,COLEGIO INMACULADO CORAZON DE MARIA,302.69230770000,71,311102000132.00000000000,61,62,58,59,67,1,1,5,07,3,4,1,22,45,3,2,8,22,35,4,0,8,38,25,1,4,58,8,3,25,40,3,0.01408450700,0.30985915500,0.63380281700,0.04225352100,0.11267605600,0.30985915500,0.49295774600,0.02816901400,0.05633802800,0.00000000000,0.11267605600,0.53521126800,0.35211267600,0.01408450700,0.05633802800,0.81690140800,0.11267605600,0.04225352100,0.35211267600,0.56338028200,0.04225352100,1
-8258202.5144,513941.092300002,A,secretaria@claretiano.edu.co,www.claretiano.edu.co,2021/12/31,COLEGIO CLARETIANO,288.21678320000,275,311102000141.00000000000,60,58,56,56,59,1,1,5,07,3,5,14,113,135,14,39,77,97,52,11,0,33,163,80,8,36,210,22,25,102,132,17,0.05072463800,0.40942029000,0.48913043500,0.05072463800,0.27898550700,0.35144927500,0.18840579700,0.14130434800,0.03985507200,0.00000000000,0.11956521700,0.59057971000,0.28985507200,0.02898550700,0.13043478300,0.76086956500,0.07971014500,0.09057971000,0.36956521700,0.47826087000,0.06159420300,2
-8258962.084,512660.2718,A,rectoria@gimnasiodetoledo.edu.co,www.liceoantoniotoledo.com,2021/12/31,LICEO ANTONIO DE TOLEDO,275.76923080000,88,311102001007.00000000000,58,56,53,53,57,1,1,5,07,13,4,5,47,33,3,12,37,30,7,2,0,16,57,15,0,22,60,6,10,42,34,2,0.05681818200,0.53409090900,0.37500000000,0.03409090900,0.42045454500,0.34090909100,0.07954545500,0.13636363600,0.02272727300,0.00000000000,0.18181818200,0.64772727300,0.17045454500,0.00000000000,0.25000000000,0.68181818200,0.06818181800,0.11363636400,0.47727272700,0.38636363600,0.02272727300,2
-8259434.23,512877.2487,A,iguimarc48@hotmail.com - elmer.parra@gmail.com,www.corporacioneducativaguimarc.org  --  www.institutoguimarc.edu.co,2021/12/31,INSTITUTO GUIMARC,260.76923080000,27,311102001015.00000000000,56,52,49,51,54,1,1,5,07,15,4,3,13,13,0,10,8,8,4,0,0,6,19,3,2,9,18,0,4,15,10,0,0.10344827600,0.44827586200,0.44827586200,0.00000000000,0.27586206900,0.27586206900,0.13793103400,0.34482758600,0.00000000000,0.00000000000,0.20689655200,0.65517241400,0.10344827600,0.06896551700,0.31034482800,0.62068965500,0.00000000000,0.13793103400,0.51724137900,0.34482758600,0.00000000000,3
-8258472.3339,513118.7861,A,liceo_sanpablo@yahoo.com - danielmunoz_7@hotmail.com,,2021/12/31,LICEO SAN PABLO,230.00000000000,16,311102001066.00000000000,51,44,45,44,46,1,1,5,07,11,4,5,11,0,0,10,3,3,0,0,0,7,9,0,2,13,1,0,5,10,1,0,0.31250000000,0.68750000000,0.00000000000,0.00000000000,0.18750000000,0.18750000000,0.00000000000,0.62500000000,0.00000000000,0.00000000000,0.43750000000,0.56250000000,0.00000000000,0.12500000000,0.81250000000,0.06250000000,0.00000000000,0.31250000000,0.62500000000,0.06250000000,0.00000000000,3
-8258314.5708,515785.566100001,A,colfarina@hotmail.com - hnasdoroteas@etb.net.co - colfarinaadmon@gmail.com,www.colfarina.com,2021/12/31,COLEGIO GIOVANNI ANTONIO FARINA,298.46153850000,81,311102001074.00000000000,61,60,57,59,65,1,1,5,07,3,4,1,26,46,8,1,12,36,31,1,0,7,50,24,0,9,65,7,2,30,44,5,0.01234567900,0.32098765400,0.56790123500,0.09876543200,0.14814814800,0.44444444400,0.38271604900,0.01234567900,0.01234567900,0.00000000000,0.08641975300,0.61728395100,0.29629629600,0.00000000000,0.11111111100,0.80246913600,0.08641975300,0.02469135800,0.37037037000,0.54320987700,0.06172839500,1
